AverageEnergy,RunNum,totalEntries
88733.71108846116,16474.0,4128
88479.88933110471,16425.0,4080
88513.51433139201,16466.0,4080
88370.48046290872,16458.0,4128
87951.76260659526,16442.0,4128
88161.80269436647,16446.0,4080
88310.95184625628,16427.0,4128
88663.30649169054,16455.0,4176
88553.65893438035,16416.0,4080
88231.0029905218,16447.0,4128
88462.08879754959,16416.0,4128
88221.60136790788,16467.0,4128
88219.90612875356,16510.0,4080
88551.84941434515,16477.0,4080
88989.84903335046,16455.0,4128
88551.0523251187,16428.0,4080
88811.94002807375,16452.0,4128
89463.23863870121,16476.0,4080
88106.65228931267,16444.0,4176
88435.27099839623,16481.0,4080
88149.1537691345,16485.0,4080
88622.25814350118,16455.0,4176
88647.42389102642,16473.0,4080
88566.97668072328,16438.0,6960
87908.63703009277,16444.0,4176
88111.63283631364,16447.0,4128
88414.77208518353,16429.0,4080
88221.90127130537,16466.0,4080
88525.80312065523,16503.0,4080
88796.39758938379,16413.0,4080
88710.18475467652,16472.0,4176
88384.49342830486,16484.0,4128
88001.69622097783,16442.0,4128
88344.43607406074,16444.0,4176
88209.57496133092,16480.0,4080
88057.94897092707,16419.0,4080
88572.96589327554,16417.0,4080
88097.68388954643,16459.0,4128
88054.89666328004,16486.0,4128
87967.03574434701,16444.0,4128
88925.41797137551,16430.0,4128
88054.9578666214,16459.0,4080
89285.45109953213,16473.0,4080
88524.45929395124,16457.0,4080
88883.23493859038,16489.0,4080
88984.6487605607,16437.0,4176
88098.64560329769,16417.0,4128
88284.77426811335,16484.0,4080
88957.38870208095,16436.0,4176
88557.34517799836,16510.0,4128
88536.2097950337,16444.0,4080
88555.27238056935,16457.0,4080
88464.53690804582,16462.0,4032
88003.9714602403,16483.0,8256
88450.09902403144,16425.0,4080
88857.71362223492,16431.0,4080
88567.690087075,16422.0,4128
88238.16206403488,16442.0,4176
88538.68005212506,16474.0,4080
88389.99430810513,16484.0,4080
88584.87880453648,16457.0,4080
88372.25493193301,16481.0,4080
88176.11736974712,16483.0,4272
88748.1396583318,16490.0,4128
88488.70639376568,16469.0,4032
88257.56923377656,16486.0,4128
88456.61396998425,16460.0,4128
88035.2674143991,16481.0,4080
88620.14037612305,16432.0,4128
88416.25745025653,16417.0,4080
89268.8601715218,16433.0,4128
88452.62121834916,16425.0,4080
88205.53146680462,16450.0,4080
88601.58645096092,16462.0,4032
88539.22302340632,16442.0,4176
88365.42229514947,16426.0,4032
88843.4041490163,16473.0,4080
88828.13618498026,16414.0,4080
88465.03585454808,16483.0,4128
88576.80416713704,16469.0,4080
88465.59552155474,16457.0,4128
88462.44426440813,16485.0,4080
88045.2890777691,16508.0,4128
88618.43382507912,16466.0,4080
88724.96263220737,16456.0,4128
88331.10284625675,16510.0,4080
88106.50239964461,16447.0,4080
88360.87772146946,16418.0,4128
88355.68098146636,16426.0,4032
88345.57520187879,16422.0,4080
89006.79504266437,16434.0,4080
88373.81178339146,16427.0,4080
87760.5479888649,16442.0,4224
88155.7646367751,16446.0,4080
88360.44825443573,16417.0,4080
88252.5604045591,16466.0,4032
88455.35882721616,16482.0,4128
88391.65801430467,16462.0,4080
88255.48547951996,16466.0,4128
88252.8131413262,16461.0,4080
88643.09626293102,16455.0,4128
88701.50012084132,16488.0,4080
88776.83031609333,16414.0,4080
88579.92138663093,16417.0,4128
88224.7011036777,16480.0,4128
88810.38222543485,16473.0,4080
88609.38071908809,16472.0,4176
88291.46775607823,16445.0,7008
88300.37424200402,16508.0,4128
88514.76863215261,16470.0,4080
88534.48224473452,16454.0,4128
88539.89997861687,16416.0,4128
88257.68429979064,16508.0,4080
89278.1862898273,16476.0,4128
88553.04964776321,16416.0,4080
88296.754289738,16444.0,4128
88586.63903271432,16468.0,4032
89212.2192697633,16473.0,4176
88733.93288682055,16490.0,4128
88594.9984186814,16454.0,4128
88541.98859339964,16455.0,4128
88569.6595410339,16470.0,4080
88375.84119475345,16459.0,4080
88673.64370537068,16471.0,4080
87865.8284391119,16483.0,4128
88568.5583561732,16474.0,4080
88450.18949956875,16479.0,4128
88485.57766838153,16416.0,4080
88652.40308217247,16490.0,4080
88930.0938241766,16414.0,4128
88709.49408280711,16415.0,4080
88469.45997413747,16416.0,4128
88570.65716180533,16469.0,4080
88760.37576866217,16437.0,4128
88438.90941530954,16443.0,4128
88153.6156617548,16510.0,4080
88768.58727356234,16430.0,4128
89398.40247908395,16432.0,4128
88481.7272547416,16446.0,4080
88688.1037218738,16471.0,4080
88555.19052172678,16500.0,4080
88719.62283462315,16454.0,4176
89044.36968504259,16434.0,4128
88463.7809309955,16462.0,4128
88554.9507223347,16461.0,4080
88926.23612708335,16433.0,4080
88373.29207765157,16461.0,4080
88260.14414230417,16428.0,4080
88549.16186037821,16508.0,4128
88604.14339533958,16473.0,4080
88627.9382425899,16456.0,4128
88953.16760468433,16430.0,4080
88479.42672438934,16425.0,4032
88271.89388686062,16486.0,4080
88523.58575875088,16466.0,4080
88227.34231688544,16508.0,4128
88362.5537754313,16480.0,4128
88353.49062560932,16446.0,4080
88364.85891577734,16480.0,8256
88501.41332249505,16444.0,4128
88218.84327631375,16450.0,4080
88480.47510648561,16507.0,4080
88553.1189490484,16477.0,4080
88528.99724195985,16472.0,4176
88570.5280573943,16468.0,4032
89166.6545674932,16475.0,5760
88669.72171499378,16477.0,4080
88353.01189758662,16459.0,4080
88154.50695050355,16425.0,4080
89346.3420929936,16476.0,4224
88498.51133845828,16416.0,4128
88826.97935656099,16414.0,4128
88756.22835540045,16471.0,4032
88109.60731865621,16461.0,4032
88665.9749109077,16436.0,4080
88427.43235903066,16480.0,4080
88882.62851780772,16489.0,4080
88414.62375552033,16480.0,4128
88376.89069375457,16444.0,4128
88479.51122641374,16462.0,4128
88674.32468565063,16432.0,4128
88896.91621207875,16472.0,4080
88570.52539386114,16478.0,4128
88361.61653657885,16465.0,4032
88441.25725392537,16479.0,4080
88321.55943224617,16429.0,4032
88303.08053161368,16459.0,4080
89683.70709020321,16476.0,4080
88555.89292842569,16415.0,4080
88654.50838614897,16478.0,4080
88366.16065257111,16447.0,6960
88639.00372386484,16485.0,4080
88331.80161061186,16424.0,4080
88199.14475888893,16425.0,4128
88270.05301214756,16445.0,4128
88645.88994883034,16455.0,8304
88569.35413259781,16490.0,6912
88603.8869575251,16468.0,4032
88434.30132752747,16485.0,4080
88571.9945876107,16474.0,4128
88336.43327480985,16418.0,4080
88428.78319352021,16468.0,4080
89106.41700425738,16437.0,4272
88337.5293459953,16462.0,4032
88546.38029868541,16484.0,4128
88508.49958061778,16418.0,4080
88541.19434389623,16428.0,4128
88588.4043331955,16490.0,4080
88762.9946005585,16473.0,10464
88218.218225357,16450.0,4080
88420.85250125067,16483.0,4080
88496.3671438868,16479.0,4128
88811.17090717524,16476.0,4128
88594.17347346075,16424.0,4032
89283.32800128643,16472.0,6336
88329.90143206278,16465.0,8064
88870.05015882172,16431.0,4032
88409.82073585573,16485.0,4128
88628.07684818638,16475.0,4080
88679.18856783074,16431.0,4080
88521.9977837109,16415.0,4128
88250.66705603608,16465.0,4080
88714.34739536195,16455.0,4128
88884.80682170864,16434.0,4080
88693.55593444766,16477.0,4176
88459.54794752001,16416.0,4080
88176.22018065356,16481.0,4176
89075.74227089241,16472.0,4176
88491.99236724983,16469.0,4032
88831.58650768238,16452.0,4224
88309.84897557538,16481.0,4080
88206.92442030105,16514.0,4080
88616.32752561074,16414.0,4128
88724.81354781956,16436.0,4224
88729.87251328758,16414.0,4512
88484.04726723817,16457.0,4080
88178.88490328923,16447.0,4080
88704.4943076067,16491.0,4080
88747.12428171406,16453.0,4128
88026.54422761286,16481.0,4128
87775.77645640471,16442.0,4176
88452.08407751624,16469.0,4032
88224.68788637215,16445.0,4128
88461.3074487041,16470.0,4032
88699.45164721114,16478.0,4080
88846.60054099484,16476.0,4128
88568.8988927918,16474.0,4080
88592.55290769516,16477.0,4128
88853.44160273968,16430.0,4080
88360.8445545611,16446.0,4080
88075.31215567539,16445.0,4176
88601.99650865691,16419.0,4080
88450.33146083962,16485.0,4080
88457.73350765332,16479.0,8256
88487.33526634611,16504.0,4416
88602.1308627669,16456.0,4128
88323.83206825188,16467.0,4080
88617.89401262254,16471.0,4128
88704.45879361282,16415.0,4128
88337.67592783234,16485.0,4080
88801.45759898913,16472.0,4080
88457.550355749,16480.0,4704
89078.37648296612,16499.0,4080
88985.08092214477,16436.0,4176
89143.41042211598,16437.0,4224
87915.97028037797,16483.0,4080
88498.65506500576,16482.0,4128
88499.40397711839,16416.0,4080
88176.08929919393,16450.0,4080
88569.3927258099,16430.0,4032
88741.94863745656,16471.0,4080
88210.91586656135,16513.0,4080
88392.74134377096,16480.0,4080
88774.35999864357,16472.0,4224
88503.17794774816,16428.0,4128
88557.95202287176,16466.0,6288
88594.20488132969,16415.0,4128
88506.86282290537,16484.0,4080
88368.75209810051,16486.0,4080
88642.80485860819,16476.0,4080
88208.0730240356,16419.0,4080
88342.78002605833,16458.0,4080
88318.14663594041,16484.0,4080
88242.50529679304,16447.0,4128
88942.88621790813,16494.0,4080
88683.24655341242,16491.0,4128
88793.9685542111,16432.0,4080
88258.17569812405,16427.0,4320
88487.53452247681,16441.0,4368
88932.59363500933,16473.0,4128
88333.31723730505,16419.0,4128
88467.57581141118,16469.0,5040
88539.78746260157,16443.0,4128
88329.66573115172,16461.0,4080
88344.35777938036,16480.0,4080
88301.31843358827,16445.0,4128
88727.26217046847,16478.0,4080
88530.61300761133,16443.0,4224
88118.69396925805,16485.0,4128
88201.18887216179,16425.0,4128
88578.53375309294,16508.0,4080
88499.35269758766,16462.0,4080
88191.71132164703,16461.0,4080
88483.13249935054,16469.0,4032
88297.49555574569,16482.0,4080
88498.17796699588,16470.0,4080
88371.51358591067,16484.0,4128
88577.65354037218,16468.0,4032
88704.721479172,16474.0,4128
88403.72228837894,16480.0,4128
89147.23657617316,16453.0,4128
88479.46514123392,16480.0,4128
88628.24434690001,16478.0,4080
88447.28039418695,16465.0,4032
89083.65648272284,16433.0,4128
89176.1780512486,16472.0,4176
88523.16753963486,16418.0,4080
88660.64390723774,16488.0,4080
89037.43341125776,16432.0,4128
88732.96672648861,16478.0,4080
88603.05681871255,16447.0,4320
88543.52569003869,16413.0,4080
88275.62260885797,16510.0,4080
89060.69353667331,16453.0,4128
88644.43816430007,16478.0,4128
87904.4336349971,16444.0,4080
88265.42976708405,16483.0,4176
88669.42274315476,16437.0,7008
88076.39962846,16422.0,4128
88435.02528594382,16483.0,4128
88327.06536959487,16486.0,4128
88495.21429302916,16469.0,4080
88184.76202034291,16424.0,4080
88063.03721740804,16486.0,4128
88778.80820010397,16413.0,4080
88318.14281766632,16459.0,4032
88473.59959804371,16418.0,4128
88602.75200879048,16484.0,4080
88316.89550236052,16419.0,4128
88549.38167198289,16477.0,4080
88582.44471401656,16415.0,4080
88456.35134505543,16469.0,4080
88265.76346601135,16425.0,4128
88024.67079420116,16444.0,4128
88502.31012225352,16462.0,4032
88601.19398217119,16459.0,4080
88682.58963269775,16452.0,4128
88868.06875420237,16489.0,4128
88624.64778628739,16437.0,6960
88120.79318113322,16512.0,4080
88365.43680518198,16479.0,4128
88654.6330075348,16471.0,4176
89179.12988729081,16437.0,4128
88319.99785782817,16460.0,8208
88509.59678936096,16416.0,4080
88693.5897883191,16478.0,4080
88456.72520992227,16466.0,4032
89271.97327903472,16437.0,4224
89077.5852102351,16453.0,4224
88107.35731477592,16442.0,4176
88808.6895887198,16431.0,4080
88095.28073133698,16467.0,4032
88810.72238881758,16489.0,4080
88439.72370957884,16466.0,4080
88522.42113198174,16462.0,4080
88349.51808528016,16445.0,4080
88405.13637849013,16444.0,4128
89024.06763822002,16475.0,4080
88375.09945544181,16426.0,4128
88818.30612965576,16436.0,4128
89283.72201606003,16472.0,6384
88495.90939181931,16419.0,4080
88461.98525852854,16468.0,4032
88207.91175198126,16419.0,4080
88524.22443983686,16416.0,4128
88364.65905278854,16419.0,4080
88592.72160376975,16488.0,4128
88316.01144292795,16467.0,4080
89137.90786636368,16436.0,4416
88517.60304915643,16503.0,4080
88444.56973654845,16479.0,4080
88080.97609613117,16445.0,4128
88512.34106068192,16492.0,4464
89422.26508424115,16432.0,4080
88247.69486903866,16467.0,4080
88365.58006326068,16426.0,4080
88695.52011039243,16478.0,4080
88756.06596451762,16488.0,4128
88575.11124881421,16490.0,4080
87942.61887477415,16483.0,4080
88671.20050080333,16454.0,4080
89105.06381334279,16494.0,4080
88898.39863883427,16472.0,4176
88689.35798183539,16454.0,4080
88626.0669561436,16490.0,4080
88319.61679457966,16482.0,4128
88467.83755187069,16484.0,4128
88806.88721406432,16471.0,4032
88425.33020891817,16417.0,4080
88940.41744126099,16473.0,8208
89139.9571343241,16476.0,4176
88662.60068183456,16456.0,4176
88445.83851468294,16458.0,4080
88239.26757554463,16486.0,4080
88566.78374396909,16490.0,4128
88204.53860129186,16465.0,4080
88256.19959997118,16425.0,4128
88444.2413217984,16450.0,4176
88229.52163851944,16486.0,4080
88483.93293066577,16425.0,4080
88195.14907753584,16482.0,4080
88549.73315820213,16436.0,4176
88606.47200882713,16427.0,4080
88386.72431263834,16429.0,4080
88469.93846710963,16416.0,4128
89665.8838926974,16476.0,4176
88536.43998533746,16417.0,4128
88628.3269766415,16447.0,7008
88998.12750752094,16475.0,4080
88984.66652856837,16432.0,4080
88463.20442884594,16443.0,4128
88241.14678488797,16510.0,4080
87880.19698839606,16424.0,4080
88546.38104183087,16490.0,4080
89936.01394668991,16474.0,4176
88411.81743603127,16504.0,6384
88343.2496388145,16458.0,4080
88579.2448339917,16481.0,4128
88764.09467410705,16414.0,4080
88600.61871968057,16472.0,4080
88483.91775484559,16447.0,4080
89055.36280162577,16475.0,4080
88622.55863544952,16478.0,4128
88557.68054655941,16414.0,4128
88674.11802360004,16425.0,4032
88765.25180972602,16474.0,4128
88257.41458524302,16467.0,4032
87814.57349120217,16483.0,4128
88472.0450909892,16425.0,4080
88871.08172265449,16437.0,5568
88858.14979713451,16489.0,4128
88347.5556965354,16469.0,4032
88725.88369034222,16453.0,4176
88595.641548378,16473.0,4128
88407.3493048635,16485.0,4080
88604.74421725272,16477.0,4752
87940.19809150492,16418.0,4128
88265.45815478398,16425.0,4080
88356.81165853147,16511.0,4080
88462.64554715656,16467.0,4080
88597.77538428122,16466.0,4128
89119.79053056779,16436.0,4320
88515.11315372052,16419.0,4080
88350.06453840327,16426.0,4080
89285.81097319146,16433.0,4128
89546.20897387133,16432.0,4128
88386.49223268189,16446.0,4080
88065.28947685791,16424.0,4080
88482.44584521154,16485.0,4080
88255.29190271017,16466.0,4128
88846.35287484244,16491.0,4080
88508.59715531605,16477.0,4128
88961.2887850955,16430.0,4032
88545.99510969977,16466.0,4080
88785.6373223835,16488.0,4080
88696.1492602799,16471.0,4080
89108.70738592227,16472.0,4080
88584.63061829076,16489.0,4128
89097.15777360974,16472.0,4176
88528.84160823733,16481.0,4128
89113.39320733202,16473.0,4176
88585.52703871139,16484.0,4080
88564.33060776458,16477.0,4128
88544.95926415616,16503.0,4080
88555.80401979061,16437.0,7008
88463.94561034229,16457.0,4128
88310.14377927485,16462.0,4080
89167.07110129952,16475.0,4080
88605.3469322202,16488.0,4080
88231.85592420044,16480.0,4080
89873.58468693665,16474.0,4128
88595.92427397404,16477.0,4080
88444.08443832303,16479.0,4080
89218.17331197535,16433.0,4080
89381.16052601118,16437.0,4224
88563.29867493936,16415.0,8160
88605.30400215706,16456.0,4080
88117.53050681962,16467.0,4080
88269.09351068533,16466.0,4080
88975.01070717351,16436.0,4224
88445.86109696043,16425.0,4128
88642.05432181136,16470.0,4080
88496.32797816723,16481.0,4128
88250.61753938737,16466.0,4032
88859.29416610138,16436.0,4176
88668.7138258997,16456.0,4080
89697.52490086546,16476.0,4128
88168.52729655067,16467.0,4080
89048.55112258505,16437.0,7008
88695.23660725301,16478.0,4128
88327.91543135971,16418.0,4128
88648.21313558113,16456.0,4176
87890.4359656374,16444.0,4080
89259.10099028904,16437.0,4128
88125.46634557725,16461.0,4032
88604.79878055086,16475.0,4176
88861.3699469843,16413.0,4128
88345.78187301848,16480.0,4080
88325.52338641614,16428.0,4032
88523.18064607102,16484.0,4128
88427.32352086926,16470.0,4080
88633.39217541729,16430.0,4128
88471.86841419175,16485.0,4080
88783.67130994375,16474.0,4080
88745.68382490892,16437.0,4128
88680.13610931365,16471.0,4032
88611.47675457575,16466.0,4128
88874.40184008399,16437.0,6960
88058.78703198978,16419.0,4080
88481.75945727309,16469.0,4032
89088.32029528254,16474.0,4128
88673.43980501394,16494.0,4080
89883.46120675615,16474.0,4080
88406.82644480071,16467.0,4032
88523.45063236903,16490.0,4128
88371.093206541,16480.0,4080
88390.9595150944,16466.0,4080
88355.76552229968,16504.0,5280
88662.09791838929,16437.0,7008
88377.74550265117,16485.0,4080
88469.53590418704,16425.0,4080
88544.16864524469,16502.0,4080
88573.83256385228,16457.0,4080
88467.91479368527,16479.0,4080
88272.94333174678,16467.0,4128
88312.93826431762,16487.0,4080
88496.67193554863,16470.0,3984
88404.52717993759,16480.0,4080
88212.42907097202,16450.0,4080
88271.84540352035,16480.0,4128
88724.53636644475,16473.0,4128
89084.4733881643,16476.0,4080
88467.22454525142,16444.0,4080
88859.01704912368,16430.0,4080
88914.43151129373,16432.0,4080
88595.27511630939,16474.0,4128
88292.12104410204,16422.0,4128
88398.66395343395,16467.0,7008
88720.02881826251,16489.0,8160
88284.1572934889,16427.0,4080
87797.7558642873,16442.0,4176
89309.94173130386,16452.0,4128
88380.44217105824,16422.0,4080
88587.17146237654,16484.0,4080
88208.70661502784,16458.0,4080
88259.40113421317,16480.0,4128
89344.65199380233,16434.0,4128
88188.8167378176,16445.0,4128
88301.58575588114,16428.0,4032
87994.60576588385,16483.0,6384
88361.35179000568,16445.0,4080
88569.56548157007,16502.0,4080
88654.96158156519,16478.0,4080
88228.83158525184,16428.0,4032
88306.153352364,16467.0,4128
88113.99177136138,16417.0,4128
89145.24411034194,16475.0,4080
88479.58450760113,16479.0,4128
88197.50081847739,16419.0,7008
88924.89549198799,16477.0,4128
88607.33462318807,16503.0,5184
88453.66128248608,16479.0,4128
88670.34392394475,16477.0,4080
89385.4204264531,16474.0,4176
88175.67268796467,16442.0,4128
88181.0178693241,16445.0,4176
88392.45420210164,16444.0,4128
88337.02939970036,16428.0,4032
88696.3928044091,16478.0,4080
88306.21751433803,16467.0,4080
88603.54666186243,16430.0,4128
88860.12752665849,16431.0,4080
88424.35442301925,16486.0,4128
88089.69038124412,16445.0,4128
88341.08319637428,16446.0,4080
88480.43923198021,16468.0,4080
88376.5472051504,16461.0,4080
88615.56725539184,16434.0,7008
88433.72776278904,16470.0,4032
88231.69062507307,16480.0,4128
88074.20578959657,16461.0,4128
88643.9778781511,16473.0,4128
88622.5037930391,16452.0,4128
88312.9810374521,16425.0,4080
88344.19527177414,16462.0,4032
88403.34296183697,16480.0,4128
88704.37711372082,16433.0,4080
88236.60467354619,16417.0,4080
88489.48837792496,16425.0,4080
89002.24700465245,16436.0,4176
89088.57597801776,16474.0,4080
88641.61304396353,16456.0,4080
88869.75764261249,16477.0,4128
88712.50763469689,16471.0,4032
88456.77048922924,16460.0,4032
88269.20488517203,16467.0,4080
88547.98518187791,16490.0,4128
88604.12160203788,16478.0,4128
88883.34915011127,16489.0,4128
88110.38661090856,16481.0,4080
88302.66109444415,16422.0,4080
88286.22691381426,16466.0,4080
88462.52882222738,16485.0,4128
88912.94405516385,16474.0,4128
88211.01929832571,16425.0,4080
88347.26980930897,16466.0,4032
88436.1142507769,16425.0,4032
88546.78200481967,16493.0,4080
88252.92422803157,16444.0,4128
88690.93203162255,16456.0,4128
89554.5855386132,16452.0,4176
88012.89679639133,16461.0,4128
88525.71862841681,16470.0,4080
89207.80079902199,16436.0,7008
88181.67998090106,16459.0,4032
88575.20930687786,16503.0,4128
88353.08420040958,16484.0,4128
88447.07963649508,16416.0,4128
88035.23132994158,16444.0,4128
88462.03332575128,16458.0,4080
88598.81909594573,16472.0,4080
88373.27156449841,16427.0,4032
88543.01654959917,16480.0,4080
88629.38379773371,16455.0,4128
88382.25036535527,16442.0,4128
88240.8207056922,16447.0,7008
88487.58403071498,16462.0,4080
88213.64246362261,16419.0,4128
88397.5172592222,16485.0,4080
88572.03154625918,16466.0,4080
88400.5154699928,16424.0,4080
88700.19163190923,16471.0,4080
88445.98465333162,16425.0,4128
88484.39677875905,16416.0,4080
88807.17920681069,16477.0,4080
88497.19083348823,16469.0,4032
89330.37119688843,16473.0,4080
89351.43003770697,16434.0,4176
88318.6179961777,16467.0,4080
88437.06292152022,16479.0,4128
89322.19021597225,16434.0,4176
88499.45580332854,16428.0,4080
88365.85154497455,16462.0,4128
88319.2065965994,16425.0,4128
88678.18429598636,16488.0,4080
88276.48954768262,16418.0,4080
88476.83127987667,16419.0,4128
88640.92916508375,16474.0,4080
88025.01427365793,16481.0,4128
88517.98199292635,16503.0,4128
88701.28807432951,16478.0,4080
88221.10864113044,16504.0,6336
88586.58389523628,16468.0,4032
89279.0770341924,16472.0,6288
88212.1088687019,16465.0,4032
88184.13115520835,16447.0,7008
88187.52716405132,16480.0,4080
88532.72029265137,16458.0,4128
88607.41126593242,16478.0,4128
88214.2763616054,16447.0,4080
88522.60310145865,16445.0,4080
89944.07154859311,16474.0,4080
88313.12016829518,16482.0,4128
88463.54073733275,16462.0,4080
89114.82782826312,16436.0,4128
88797.27151062651,16433.0,4080
88790.27651604914,16434.0,4080
88512.50515124033,16481.0,4128
88544.53807751059,16500.0,4080
88441.18514685948,16427.0,4128
88500.16719214292,16442.0,4128
88711.06730054517,16488.0,4080
88072.34095641994,16486.0,4128
88477.46044602418,16482.0,4080
88359.58656354614,16469.0,4032
87875.10771400208,16442.0,4128
88604.9100673119,16490.0,4128
89111.52425756365,16473.0,4224
88701.01631746527,16478.0,4080
88558.7035148221,16479.0,4176
88585.67249563911,16468.0,4032
88579.96409552029,16484.0,4080
88567.75373339756,16485.0,4080
88585.27021452329,16477.0,4080
88556.38311650133,16490.0,6912
88544.83345355245,16503.0,6384
88720.51166565588,16471.0,4080
88873.86891464816,16433.0,4128
89111.02109737544,16475.0,4128
88712.657238117,16452.0,4128
88802.84552471788,16455.0,4128
88035.24478948601,16422.0,4080
88330.05789351586,16461.0,4128
88086.0705454717,16424.0,4080
89558.79202748752,16432.0,4080
88678.95032039745,16478.0,4176
88023.24218713272,16481.0,4080
88561.05681433511,16445.0,4080
88366.39183272333,16417.0,4080
88468.37526284157,16443.0,4128
88005.48373989819,16418.0,4080
89234.14280290497,16454.0,5472
88522.23642460696,16468.0,4560
89017.02286282806,16472.0,4080
88255.134575824,16466.0,4032
88575.904990128,16490.0,4080
88466.58762251164,16417.0,4080
88457.62571280345,16460.0,4128
88030.9083565246,16512.0,4080
88814.87810645936,16452.0,4128
88606.29953335246,16444.0,3936
89123.64145273581,16475.0,4080
88517.42089331559,16477.0,4128
88289.631935686,16429.0,4080
88581.8507365633,16431.0,4080
88722.23488542206,16475.0,4080
88605.59248753135,16468.0,4032
88414.64209340021,16465.0,4032
89013.59256864064,16436.0,4176
89391.03773917089,16437.0,4128
88276.52025269605,16512.0,4128
89322.50153207082,16472.0,4128
88163.00679874931,16466.0,4032
88460.39999542656,16503.0,4128
88475.75021653868,16462.0,4080
87980.53899744917,16445.0,4128
88410.74800598108,16444.0,4224
88440.279718531,16458.0,4080
88377.1183348423,16427.0,4080
88033.74284602041,16486.0,4128
88735.82733396358,16478.0,4128
88496.0268897223,16457.0,4080
88804.3783026024,16452.0,4128
88255.97140423079,16467.0,8160
88204.12387540986,16483.0,4128
88504.7500012448,16504.0,5808
89619.4603711153,16474.0,4080
88723.99115304479,16473.0,6384
88564.68129899408,16426.0,4080
89123.3326763241,16474.0,4080
88411.86940539532,16429.0,4032
88537.52310494805,16455.0,4080
88607.0813001769,16415.0,4128
88505.71241715322,16416.0,4128
88466.82347188897,16513.0,4080
88440.649455283,16429.0,4032
88341.06019537835,16482.0,4080
88536.9287702921,16484.0,4080
88488.49802886997,16487.0,4128
88323.16867352182,16446.0,4080
88106.70392164872,16444.0,4128
88242.42743113509,16480.0,4080
88667.97794465031,16478.0,4128
87969.48372541775,16444.0,4128
88192.47936528952,16467.0,4032
88885.54058840284,16437.0,7008
88739.37299464719,16475.0,4128
88112.06658735302,16447.0,4080
88015.05688063196,16486.0,4080
88579.61870100017,16472.0,4080
88921.05395203065,16474.0,4080
88247.59811100402,16504.0,6384
88744.47802176395,16473.0,4080
88539.30269326144,16470.0,4080
88433.65237153099,16467.0,4080
88274.21904420905,16483.0,6336
89233.80086103284,16452.0,4176
88124.74161810214,16417.0,4128
88713.5454449963,16436.0,4128
