percent,nCrystals
14.814814814814813,8
11.11111111111111,6
16.666666666666664,9
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
37.03703703703704,20
14.814814814814813,8
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
11.11111111111111,6
20.37037037037037,11
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
33.33333333333333,18
20.37037037037037,11
27.77777777777778,15
16.666666666666664,9
16.666666666666664,9
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
20.37037037037037,11
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
16.666666666666664,9
25.925925925925924,14
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
25.925925925925924,14
7.4074074074074066,4
22.22222222222222,12
11.11111111111111,6
16.666666666666664,9
20.37037037037037,11
11.11111111111111,6
37.03703703703704,20
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
27.77777777777778,15
33.33333333333333,18
20.37037037037037,11
27.77777777777778,15
11.11111111111111,6
11.11111111111111,6
29.629629629629626,16
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
100.0,54
100.0,54
100.0,54
37.03703703703704,20
29.629629629629626,16
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
31.48148148148148,17
11.11111111111111,6
100.0,54
100.0,54
96.29629629629629,52
66.66666666666666,36
94.44444444444444,51
79.62962962962963,43
29.629629629629626,16
55.55555555555556,30
88.88888888888889,48
74.07407407407408,40
38.88888888888889,21
88.88888888888889,48
70.37037037037037,38
85.18518518518519,46
42.592592592592595,23
96.29629629629629,52
88.88888888888889,48
33.33333333333333,18
74.07407407407408,40
87.03703703703704,47
33.33333333333333,18
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
31.48148148148148,17
53.70370370370371,29
11.11111111111111,6
33.33333333333333,18
14.814814814814813,8
11.11111111111111,6
33.33333333333333,18
38.88888888888889,21
7.4074074074074066,4
62.96296296296296,34
11.11111111111111,6
29.629629629629626,16
22.22222222222222,12
14.814814814814813,8
38.88888888888889,21
16.666666666666664,9
27.77777777777778,15
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
27.77777777777778,15
7.4074074074074066,4
22.22222222222222,12
11.11111111111111,6
18.51851851851852,10
11.11111111111111,6
14.814814814814813,8
44.44444444444444,24
22.22222222222222,12
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
29.629629629629626,16
11.11111111111111,6
16.666666666666664,9
22.22222222222222,12
29.629629629629626,16
22.22222222222222,12
29.629629629629626,16
27.77777777777778,15
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
27.77777777777778,15
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
20.37037037037037,11
16.666666666666664,9
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
14.814814814814813,8
27.77777777777778,15
27.77777777777778,15
22.22222222222222,12
7.4074074074074066,4
16.666666666666664,9
27.77777777777778,15
27.77777777777778,15
16.666666666666664,9
27.77777777777778,15
11.11111111111111,6
14.814814814814813,8
29.629629629629626,16
11.11111111111111,6
20.37037037037037,11
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
24.074074074074073,13
35.18518518518518,19
22.22222222222222,12
35.18518518518518,19
20.37037037037037,11
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
20.37037037037037,11
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
29.629629629629626,16
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
16.666666666666664,9
33.33333333333333,18
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
20.37037037037037,11
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
33.33333333333333,18
22.22222222222222,12
7.4074074074074066,4
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
14.814814814814813,8
22.22222222222222,12
7.4074074074074066,4
11.11111111111111,6
29.629629629629626,16
29.629629629629626,16
14.814814814814813,8
25.925925925925924,14
11.11111111111111,6
25.925925925925924,14
27.77777777777778,15
16.666666666666664,9
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
18.51851851851852,10
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
20.37037037037037,11
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
29.629629629629626,16
27.77777777777778,15
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
29.629629629629626,16
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
29.629629629629626,16
16.666666666666664,9
22.22222222222222,12
100.0,54
100.0,54
11.11111111111111,6
100.0,54
14.814814814814813,8
24.074074074074073,13
11.11111111111111,6
40.74074074074074,22
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
100.0,54
98.14814814814815,53
85.18518518518519,46
90.74074074074075,49
77.77777777777779,42
16.666666666666664,9
90.74074074074075,49
77.77777777777779,42
24.074074074074073,13
90.74074074074075,49
85.18518518518519,46
55.55555555555556,30
77.77777777777779,42
77.77777777777779,42
72.22222222222221,39
11.11111111111111,6
88.88888888888889,48
79.62962962962963,43
88.88888888888889,48
38.88888888888889,21
87.03703703703704,47
11.11111111111111,6
11.11111111111111,6
42.592592592592595,23
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
33.33333333333333,18
35.18518518518518,19
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
27.77777777777778,15
11.11111111111111,6
31.48148148148148,17
16.666666666666664,9
27.77777777777778,15
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
33.33333333333333,18
27.77777777777778,15
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
20.37037037037037,11
11.11111111111111,6
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
40.74074074074074,22
27.77777777777778,15
27.77777777777778,15
29.629629629629626,16
11.11111111111111,6
16.666666666666664,9
7.4074074074074066,4
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
68.51851851851852,37
35.18518518518518,19
38.88888888888889,21
20.37037037037037,11
11.11111111111111,6
29.629629629629626,16
7.4074074074074066,4
27.77777777777778,15
44.44444444444444,24
27.77777777777778,15
27.77777777777778,15
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
29.629629629629626,16
14.814814814814813,8
11.11111111111111,6
27.77777777777778,15
18.51851851851852,10
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
38.88888888888889,21
22.22222222222222,12
31.48148148148148,17
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
14.814814814814813,8
27.77777777777778,15
27.77777777777778,15
16.666666666666664,9
33.33333333333333,18
11.11111111111111,6
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
16.666666666666664,9
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
27.77777777777778,15
11.11111111111111,6
14.814814814814813,8
14.814814814814813,8
33.33333333333333,18
11.11111111111111,6
25.925925925925924,14
14.814814814814813,8
16.666666666666664,9
11.11111111111111,6
14.814814814814813,8
29.629629629629626,16
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
29.629629629629626,16
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
29.629629629629626,16
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
16.666666666666664,9
16.666666666666664,9
24.074074074074073,13
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
27.77777777777778,15
11.11111111111111,6
16.666666666666664,9
22.22222222222222,12
20.37037037037037,11
11.11111111111111,6
11.11111111111111,6
20.37037037037037,11
16.666666666666664,9
16.666666666666664,9
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
29.629629629629626,16
7.4074074074074066,4
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
20.37037037037037,11
27.77777777777778,15
27.77777777777778,15
14.814814814814813,8
16.666666666666664,9
27.77777777777778,15
27.77777777777778,15
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
14.814814814814813,8
11.11111111111111,6
27.77777777777778,15
11.11111111111111,6
14.814814814814813,8
11.11111111111111,6
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
100.0,54
100.0,54
100.0,54
81.48148148148148,44
27.77777777777778,15
11.11111111111111,6
11.11111111111111,6
48.148148148148145,26
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
100.0,54
53.70370370370371,29
96.29629629629629,52
42.592592592592595,23
27.77777777777778,15
50.0,27
81.48148148148148,44
88.88888888888889,48
16.666666666666664,9
90.74074074074075,49
75.92592592592592,41
72.22222222222221,39
87.03703703703704,47
38.88888888888889,21
94.44444444444444,51
90.74074074074075,49
98.14814814814815,53
70.37037037037037,38
55.55555555555556,30
62.96296296296296,34
27.77777777777778,15
35.18518518518518,19
14.814814814814813,8
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
35.18518518518518,19
16.666666666666664,9
16.666666666666664,9
27.77777777777778,15
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
7.4074074074074066,4
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
16.666666666666664,9
38.88888888888889,21
33.33333333333333,18
14.814814814814813,8
38.88888888888889,21
16.666666666666664,9
29.629629629629626,16
27.77777777777778,15
11.11111111111111,6
14.814814814814813,8
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
38.88888888888889,21
22.22222222222222,12
22.22222222222222,12
33.33333333333333,18
14.814814814814813,8
11.11111111111111,6
31.48148148148148,17
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
27.77777777777778,15
20.37037037037037,11
16.666666666666664,9
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
33.33333333333333,18
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
7.4074074074074066,4
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
20.37037037037037,11
22.22222222222222,12
16.666666666666664,9
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
44.44444444444444,24
27.77777777777778,15
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
27.77777777777778,15
27.77777777777778,15
27.77777777777778,15
22.22222222222222,12
33.33333333333333,18
27.77777777777778,15
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
7.4074074074074066,4
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
14.814814814814813,8
29.629629629629626,16
44.44444444444444,24
22.22222222222222,12
29.629629629629626,16
11.11111111111111,6
11.11111111111111,6
33.33333333333333,18
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
16.666666666666664,9
33.33333333333333,18
20.37037037037037,11
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
29.629629629629626,16
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
100.0,54
100.0,54
100.0,54
22.22222222222222,12
66.66666666666666,36
22.22222222222222,12
33.33333333333333,18
11.11111111111111,6
83.33333333333334,45
24.074074074074073,13
29.629629629629626,16
20.37037037037037,11
100.0,54
88.88888888888889,48
79.62962962962963,43
83.33333333333334,45
77.77777777777779,42
31.48148148148148,17
16.666666666666664,9
57.407407407407405,31
70.37037037037037,38
100.0,54
96.29629629629629,52
100.0,54
11.11111111111111,6
100.0,54
51.85185185185185,28
14.814814814814813,8
66.66666666666666,36
59.25925925925925,32
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
33.33333333333333,18
16.666666666666664,9
7.4074074074074066,4
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
31.48148148148148,17
7.4074074074074066,4
38.88888888888889,21
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
29.629629629629626,16
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
14.814814814814813,8
11.11111111111111,6
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
29.629629629629626,16
20.37037037037037,11
14.814814814814813,8
33.33333333333333,18
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
38.88888888888889,21
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
20.37037037037037,11
22.22222222222222,12
27.77777777777778,15
27.77777777777778,15
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
37.03703703703704,20
22.22222222222222,12
14.814814814814813,8
16.666666666666664,9
27.77777777777778,15
14.814814814814813,8
20.37037037037037,11
14.814814814814813,8
27.77777777777778,15
22.22222222222222,12
48.148148148148145,26
35.18518518518518,19
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
29.629629629629626,16
11.11111111111111,6
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
29.629629629629626,16
20.37037037037037,11
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
14.814814814814813,8
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
20.37037037037037,11
22.22222222222222,12
27.77777777777778,15
14.814814814814813,8
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
14.814814814814813,8
11.11111111111111,6
27.77777777777778,15
16.666666666666664,9
7.4074074074074066,4
27.77777777777778,15
29.629629629629626,16
22.22222222222222,12
16.666666666666664,9
14.814814814814813,8
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
14.814814814814813,8
16.666666666666664,9
29.629629629629626,16
29.629629629629626,16
22.22222222222222,12
20.37037037037037,11
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
16.666666666666664,9
16.666666666666664,9
27.77777777777778,15
27.77777777777778,15
11.11111111111111,6
22.22222222222222,12
7.4074074074074066,4
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
20.37037037037037,11
14.814814814814813,8
37.03703703703704,20
11.11111111111111,6
27.77777777777778,15
29.629629629629626,16
14.814814814814813,8
29.629629629629626,16
22.22222222222222,12
29.629629629629626,16
22.22222222222222,12
100.0,54
100.0,54
42.592592592592595,23
100.0,54
11.11111111111111,6
51.85185185185185,28
16.666666666666664,9
38.88888888888889,21
24.074074074074073,13
64.81481481481481,35
11.11111111111111,6
20.37037037037037,11
20.37037037037037,11
100.0,54
100.0,54
46.2962962962963,25
100.0,54
94.44444444444444,51
55.55555555555556,30
51.85185185185185,28
11.11111111111111,6
66.66666666666666,36
35.18518518518518,19
11.11111111111111,6
57.407407407407405,31
11.11111111111111,6
72.22222222222221,39
66.66666666666666,36
25.925925925925924,14
77.77777777777779,42
11.11111111111111,6
90.74074074074075,49
70.37037037037037,38
100.0,54
100.0,54
75.92592592592592,41
66.66666666666666,36
40.74074074074074,22
55.55555555555556,30
7.4074074074074066,4
11.11111111111111,6
18.51851851851852,10
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
33.33333333333333,18
11.11111111111111,6
14.814814814814813,8
25.925925925925924,14
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
14.814814814814813,8
20.37037037037037,11
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
27.77777777777778,15
27.77777777777778,15
14.814814814814813,8
33.33333333333333,18
7.4074074074074066,4
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
35.18518518518518,19
20.37037037037037,11
16.666666666666664,9
27.77777777777778,15
16.666666666666664,9
35.18518518518518,19
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
35.18518518518518,19
27.77777777777778,15
16.666666666666664,9
22.22222222222222,12
16.666666666666664,9
27.77777777777778,15
22.22222222222222,12
64.81481481481481,35
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
11.11111111111111,6
16.666666666666664,9
16.666666666666664,9
11.11111111111111,6
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
22.22222222222222,12
27.77777777777778,15
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
14.814814814814813,8
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
29.629629629629626,16
22.22222222222222,12
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
7.4074074074074066,4
11.11111111111111,6
16.666666666666664,9
14.814814814814813,8
22.22222222222222,12
22.22222222222222,12
24.074074074074073,13
27.77777777777778,15
20.37037037037037,11
11.11111111111111,6
11.11111111111111,6
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
33.33333333333333,18
22.22222222222222,12
22.22222222222222,12
14.814814814814813,8
16.666666666666664,9
27.77777777777778,15
27.77777777777778,15
27.77777777777778,15
16.666666666666664,9
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
29.629629629629626,16
11.11111111111111,6
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
11.11111111111111,6
16.666666666666664,9
20.37037037037037,11
14.814814814814813,8
7.4074074074074066,4
38.88888888888889,21
22.22222222222222,12
11.11111111111111,6
42.592592592592595,23
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
22.22222222222222,12
22.22222222222222,12
11.11111111111111,6
27.77777777777778,15
22.22222222222222,12
16.666666666666664,9
11.11111111111111,6
16.666666666666664,9
35.18518518518518,19
29.629629629629626,16
16.666666666666664,9
29.629629629629626,16
14.814814814814813,8
42.592592592592595,23
22.22222222222222,12
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
11.11111111111111,6
22.22222222222222,12
27.77777777777778,15
22.22222222222222,12
22.22222222222222,12
7.4074074074074066,4
11.11111111111111,6
22.22222222222222,12
14.814814814814813,8
22.22222222222222,12
11.11111111111111,6
16.666666666666664,9
11.11111111111111,6
7.4074074074074066,4
11.11111111111111,6
22.22222222222222,12
18.51851851851852,10
22.22222222222222,12
7.4074074074074066,4
29.629629629629626,16
11.11111111111111,6
11.11111111111111,6
20.37037037037037,11
18.51851851851852,10
18.51851851851852,10
25.925925925925924,14
11.11111111111111,6
27.77777777777778,15
11.11111111111111,6
14.814814814814813,8
29.629629629629626,16
100.0,54
100.0,54
100.0,54
33.33333333333333,18
11.11111111111111,6
62.96296296296296,34
27.77777777777778,15
57.407407407407405,31
14.814814814814813,8
22.22222222222222,12
16.666666666666664,9
22.22222222222222,12
100.0,54
94.44444444444444,51
100.0,54
68.51851851851852,37
72.22222222222221,39
11.11111111111111,6
11.11111111111111,6
37.03703703703704,20
51.85185185185185,28
