CaloAX,CaloAY,CaloBX,CaloBY,CaloCX,CaloCY,CaloDX,CaloDY,StartingCalo
0.5,4.5,4.5,3.5,8.5,4.5,8.5,5.5,17
0.5,4.5,2.5,3.0322401135114445,6.5,2.5,7.5,0.5,23
0.5,3.5,0.5,3.5,4.5,2.5,5.5,0.5,1
2.5,4.5,4.5,2.5,7.5,2.5,6.5,1.5,8
0.5,4.5,0.5,5.5,1.5,4.5,7.5,3.5,10
0.5,3.5,1.5,3.5,4.5,2.5,8.5,0.5,22
0.5,3.5,1.5,2.5,2.5,3.5,7.5,3.5,7
0.5,2.5,2.5,2.5,7.5,3.5,8.5,1.5,10
0.5,1.5,5.5,2.5,6.5,2.5,6.5,3.5,24
1.5,3.5,5.5,3.5,7.5,2.5,6.5,0.5,11
0.5,1.5,2.5,3.5,5.5,3.5,8.003341673985052,1.4999999999999998,3
0.5,1.5,2.5,1.5,6.5,1.5,8.5,2.5,5
2.5,2.5,6.5,2.5,8.5,3.5,7.5,0.5,11
0.5,4.5,3.5,4.5,7.5,3.5,3.5,4.5,23
0.5,2.5,3.5,2.5,8.5,3.5,7.5,5.5,11
0.5,3.5,2.5,3.5,4.5,3.5,6.5,2.5,6
0.5,1.5,0.5,1.5,2.5,1.5,7.5,1.5,8
0.5,5.5,1.5,3.5,6.5,2.5,8.5,1.5,10
0.5,4.5,5.5,3.5,8.5,3.5,6.5,4.5,4
1.5,3.5,3.5,3.5,5.5,2.5,4.5,2.5,8
0.5,1.5,1.5,1.5,3.5,3.5,7.5,3.5,9
3.5,3.5,5.5,2.5,4.5,2.5,8.5,1.5,9
1.5,1.5,7.5,1.5,1.5,3.5,7.5,4.5,24
0.5,4.5,3.5,3.5,6.5,4.5,5.5,4.5,6
0.5,3.5,3.5,2.5,6.5,3.5,6.5,2.5,9
0.5,4.5,1.5,2.5,3.5,2.5,8.5,0.5,8
0.5,5.5,1.5,5.5,6.5,3.5,8.5,3.5,22
0.5,3.5,2.5,3.5,4.5,3.5,7.5,1.5,6
3.5,0.5,0.5,4.5,0.5,3.5,4.5,4.5,9
0.5,2.5,3.5,1.5,7.5,2.5,4.5,3.5,23
0.5,3.5,1.5,4.5,4.5,3.5,8.5,1.5,3
1.5,2.5,5.5,3.5,8.5,4.5,6.5,3.5,3
0.5,4.5,3.5,3.5,7.5,3.5,6.5,5.5,6
0.5,2.5,4.5,3.5,8.5,4.5,6.5,4.5,6
0.5,3.5,1.5,4.5,6.5,2.5,7.5,3.5,8
1.5,4.5,6.5,3.5,8.5,3.5,4.017330735461231,1.5000000000000002,6
1.5,3.5,0.5,1.5,3.5,1.5,7.5,2.5,7
0.5,2.5,1.5,2.5,7.5,2.5,8.5,5.5,8
0.5,2.5,2.5,2.5,4.5,3.5,6.5,5.5,6
0.5,1.5,2.5,1.5,7.5,2.5,8.5,1.5,10
2.5,1.5,7.5,2.5,8.5,1.5,6.5,0.5,11
0.5,3.5,1.5,2.5,5.5,2.5,8.5,1.5,22
0.5,2.5,0.5,4.5,0.5,4.5,5.5,3.5,5
0.5,4.5,0.5,4.5,5.5,3.5,7.5,2.5,6
0.5,4.5,5.5,3.5,7.5,2.5,7.5,0.5,7
0.5,4.5,0.5,2.5,3.5,3.5,7.5,3.5,8
1.5,2.5,2.5,2.5,7.5,3.5,6.5,4.5,1
1.5,2.5,2.5,2.5,6.5,3.5,8.5,5.5,1
2.5,1.5,5.5,2.5,7.5,3.5,8.5,5.5,11
0.5,1.5,4.5,2.5,8.5,5.5,8.5,4.5,22
0.5,3.5,3.5,2.5,5.5,2.5,7.5,1.5,11
0.5,3.5,1.5,3.5,5.5,2.5,8.5,3.5,12
0.5,3.5,3.5,1.5,0.5,1.5,2.5,3.5,7
0.5,5.5,4.5,4.5,8.5,3.5,5.5,5.5,4
1.5,2.5,3.5,1.5,6.5,2.5,7.950694532708666,1.5,10
0.5,1.5,3.5,2.5,8.5,1.5,8.5,2.5,23
5.5,3.5,5.5,3.5,5.5,4.5,6.5,5.5,1
0.5,4.5,3.5,5.5,2.5,0.5,7.5,1.5,7
3.5,5.5,2.5,0.5,7.5,1.5,7.5,3.5,8
3.5,3.5,6.5,3.5,6.5,0.5,7.004228514843408,1.5000000000000002,10
0.5,1.5,2.5,2.5,7.5,3.5,8.5,3.5,15
0.5,5.5,2.5,4.5,5.5,3.5,5.955624275407712,1.5,16
0.5,2.5,5.5,3.5,5.5,3.5,5.5,4.5,24
0.5,2.5,3.5,2.5,5.5,2.5,7.5,0.5,9
0.5,2.5,2.5,1.5,6.5,2.5,8.5,4.5,10
0.5,4.5,1.5,4.5,6.5,4.5,3.9970064065226962,3.499999999999999,23
1.5,4.5,6.5,4.5,3.9970064065226962,3.499999999999999,8.5,2.5,24
7.5,2.5,7.5,2.5,4.5,2.5,7.5,1.5,7
4.5,1.5,8.5,2.5,7.5,2.5,4.5,5.5,7
0.5,1.5,1.5,1.5,3.5,2.5,7.5,3.5,11
0.5,3.5,4.5,2.5,8.5,2.5,7.5,4.5,5
0.5,3.5,3.5,3.5,6.5,1.5,8.5,0.5,9
0.5,1.5,2.5,0.5,7.5,3.5,8.5,3.5,7
1.5,2.5,0.5,4.5,1.5,4.5,8.5,5.5,10
1.5,2.5,1.5,2.5,4.5,2.5,7.5,1.5,6
0.5,1.5,0.5,1.5,3.5,2.5,7.5,0.5,5
1.5,1.5,2.5,2.5,4.5,3.5,7.5,5.5,10
0.5,1.5,1.5,2.5,4.5,3.5,5.5,2.5,14
1.5,2.5,1.5,3.5,6.5,3.5,8.5,3.5,1
1.5,3.5,6.5,3.5,8.5,3.5,7.9491631724546306,3.5,2
1.5,2.5,2.5,3.5,5.5,2.5,8.5,1.5,8
0.5,2.5,1.5,3.5,4.5,3.5,7.5,2.5,10
0.5,4.5,1.5,4.5,2.5,3.5,5.5,0.5,22
1.5,2.5,2.5,2.5,7.5,3.5,7.5,5.5,1
0.5,1.5,0.5,2.5,3.5,3.5,8.020902077846072,5.5,5
1.5,2.5,0.5,2.5,4.5,2.5,7.5,1.5,8
8.5,3.5,0.5,1.5,6.5,0.5,8.5,0.5,6
0.5,3.5,1.5,4.5,1.5,4.5,7.5,2.5,7
0.5,2.5,0.5,3.5,1.5,3.5,7.5,1.5,19
0.5,2.5,1.0038747210282057,1.4999999999999998,3.5,1.5,7.5,1.5,22
1.0038747210282057,1.4999999999999998,3.5,1.5,7.5,1.5,7.5,0.5,23
0.5,3.5,0.5,3.5,4.5,4.5,7.5,2.5,6
0.5,5.5,3.5,5.5,1.5,3.5,5.5,4.5,6
0.5,3.5,4.5,4.5,7.5,2.5,8.5,1.5,7
0.5,3.5,4.5,3.5,8.5,1.9983675465992734,6.5,1.5,10
1.5,2.5,6.5,2.5,8.5,3.5,6.5,3.5,21
3.5,2.5,1.5,3.5,3.5,2.5,7.5,0.5,1
3.5,1.5,7.5,2.5,8.5,2.5,5.5,2.5,3
0.5,2.5,2.5,1.5,3.5,1.5,7.5,2.5,4
0.5,1.5,3.5,2.5,4.5,3.5,8.5,2.5,9
0.5,3.5,2.5,2.5,4.5,3.5,6.5,4.5,10
1.5,3.5,3.5,2.5,7.5,3.5,4.5,2.5,23
2.5,4.5,4.5,4.5,6.5,3.5,6.5,4.5,3
4.5,4.5,6.5,3.5,6.5,4.5,8.5,1.5,4
0.5,3.5,0.5,2.5,2.5,3.5,6.5,3.5,6
0.5,4.5,0.5,2.5,1.5,2.5,8.5,2.5,7
4.5,4.5,8.5,3.5,6.5,2.5,5.5,1.5,9
8.5,3.5,6.5,2.5,5.5,1.5,8.5,3.5,10
0.5,2.5,4.5,2.5,8.5,2.5,7.5,0.5,10
0.5,1.5,2.5,1.5,6.5,2.5,7.5,1.5,10
0.5,0.5,1.5,0.5,6.5,1.5,1.5,0.5,10
0.5,3.5,1.5,3.5,6.5,1.5,0.5,2.5,10
0.5,4.5,1.5,4.5,5.5,4.5,7.5,3.5,11
0.5,4.5,1.5,4.5,4.5,3.5,8.5,1.5,15
0.5,3.5,4.5,3.5,7.5,3.5,6.5,1.5,5
0.5,1.5,2.5,1.5,3.5,3.5,8.5,2.5,4
0.5,2.5,0.5,3.5,5.5,2.5,8.5,0.5,8
2.5,4.5,6.5,3.5,8.036364739510452,2.5,5.5,0.5,8
0.5,2.5,1.5,2.5,4.5,3.5,8.5,5.5,10
0.5,3.5,4.5,3.5,7.5,2.5,6.5,1.5,11
0.5,1.5,2.5,1.5,6.5,3.5,8.5,3.5,22
2.5,1.5,6.5,3.5,8.5,3.5,5.5,2.5,23
0.5,3.5,4.5,3.5,8.5,3.5,6.5,5.5,1
0.5,1.5,1.5,1.5,3.5,1.5,8.5,1.5,22
0.5,2.5,0.5,2.5,5.5,3.5,8.5,5.5,1
0.5,3.5,2.5,2.5,4.5,2.5,5.5,3.5,3
0.5,2.5,0.5,5.5,0.5,4.5,3.5,4.5,7
0.5,2.5,2.5,3.5,5.5,4.5,4.5,3.5,8
0.5,4.5,1.5,3.5,6.5,3.5,8.5,2.5,8
2.5,3.5,5.5,4.5,4.5,3.5,6.5,3.5,9
5.5,4.5,4.5,3.5,6.5,3.5,7.5,4.5,10
0.5,3.5,3.5,2.5,5.5,2.5,7.5,0.5,10
8.5,5.5,1.5,1.5,3.5,2.5,5.5,0.9637080967406925,11
2.5,2.5,7.5,2.5,8.5,3.5,8.5,5.5,13
0.5,2.5,3.5,0.5,0.5,2.5,0.5,3.5,9
1.5,1.5,4.5,2.5,5.5,3.5,6.5,4.5,9
3.5,0.5,0.5,2.5,0.5,3.5,1.5,4.5,10
0.5,1.5,3.5,2.5,7.5,2.5,7.5,1.5,4
3.5,2.5,7.5,2.5,7.5,1.5,8.5,1.5,5
0.5,3.5,2.5,2.5,4.5,3.5,8.5,5.5,14
1.5,4.5,6.5,1.5,0.5,1.5,0.5,0.5,23
0.5,2.5,7.5,5.5,0.5,0.5,3.5,2.5,1
0.5,1.5,0.5,1.5,1.5,2.5,6.5,1.5,11
3.5,3.5,4.5,2.5,7.5,3.5,5.5,5.5,1
0.5,4.5,1.5,4.5,5.5,4.5,0.5,3.5,4
0.5,4.5,0.5,4.5,3.5,2.977515119793699,5.5,0.5,8
0.5,3.5,2.5,2.5,6.5,2.5,7.5,4.5,17
0.5,3.5,2.5,2.5,7.5,1.5,7.5,1.5,22
0.5,5.5,3.5,3.5,7.5,1.5,0.5,1.5,4
1.5,2.5,2.5,2.5,3.5,2.5,8.5,1.5,4
0.5,3.5,2.5,3.5,4.5,2.5,7.5,0.5,5
0.5,2.5,1.5,1.5,2.5,1.5,7.5,2.5,7
2.5,3.5,7.5,3.5,8.5,2.5,6.5,4.5,11
0.5,4.5,2.5,3.5,6.5,2.5,7.5,0.5,3
0.5,1.5,2.5,0.5,3.5,1.5,8.5,2.5,5
0.5,2.5,1.5,2.5,5.5,2.5,8.5,1.5,8
1.5,3.5,4.5,3.5,7.5,3.5,8.5,2.5,10
0.5,2.5,3.5,1.5,6.5,1.5,8.5,2.5,11
3.5,1.5,6.5,1.5,8.5,2.5,6.5,3.5,12
0.5,4.5,2.5,3.5,7.5,2.5,8.5,4.5,4
0.5,3.5,2.5,2.5,2.5,3.5,5.5,4.5,6
2.5,4.5,4.5,4.5,5.5,3.5,8.5,2.5,7
0.5,1.5,3.5,2.5,8.5,2.5,7.5,0.5,8
0.5,3.5,4.5,3.5,8.5,1.5,6.5,3.5,9
0.5,3.5,4.5,3.5,7.5,2.5,1.5,1.5,3
0.5,4.5,0.5,4.5,4.5,2.5,7.5,0.5,6
0.5,3.5,3.5,1.5,8.5,3.5,8.5,4.5,23
1.5,2.5,3.5,2.5,8.5,3.5,8.5,4.979296377186771,13
0.5,2.5,1.5,2.5,4.5,3.5,8.5,5.5,20
0.5,3.5,3.5,3.5,7.5,2.5,7.5,0.5,22
0.5,4.5,3.5,3.5,6.5,2.5,7.5,2.5,24
0.5,4.5,2.5,2.5,5.5,3.5,7.5,4.5,10
1.5,3.5,3.5,4.5,3.5,3.5,4.5,5.5,4
0.5,5.5,1.5,4.5,5.5,3.5,8.5,5.5,8
0.5,1.5,0.5,1.5,0.5,2.5,6.5,1.5,24
1.5,2.5,4.5,2.5,5.5,2.5,6.5,3.5,3
0.5,2.5,5.5,2.5,8.5,3.5,6.5,5.5,11
0.5,1.5,3.5,2.5,5.999223843550894,2.5000000000000004,6.028666907266634,0.5,11
0.5,2.5,3.5,3.5,7.5,2.5,8.5,3.5,14
0.5,0.5,0.5,1.5,2.5,1.5,6.5,0.5,8
1.5,3.5,6.5,2.5,6.5,3.5,5.5,3.5,9
1.5,4.5,0.5,3.5,3.5,2.5,8.5,0.5,4
0.5,2.5,0.5,0.5,2.5,0.5,8.5,0.5,4
0.5,2.5,3.5,2.5,7.5,1.5,8.5,1.5,4
0.5,3.5,3.5,4.5,8.5,4.5,8.5,4.5,23
0.5,4.5,0.5,4.5,0.5,4.5,8.5,5.5,7
0.5,4.5,5.5,2.5,8.5,1.5,6.5,1.5,8
0.5,4.5,1.5,4.5,4.5,3.5,8.5,4.5,8
0.5,3.5,1.5,2.5,5.5,2.5,5.5,0.5,8
1.5,4.5,4.5,3.5,8.5,4.5,8.5,4.5,9
0.5,4.5,2.5,5.5,8.5,4.5,8.5,3.5,23
1.5,3.5,2.5,3.5,6.5,2.5,8.5,3.5,10
0.5,2.5,3.5,4.5,7.5,4.5,7.5,3.5,12
2.5,4.5,4.5,2.9765493845081905,5.5,2.5,8.5,0.5,9
0.5,3.5,3.5,2.5,6.5,3.5,7.5,2.5,12
1.5,2.5,0.5,2.5,1.5,2.5,4.5,3.5,10
1.5,3.5,5.5,3.5,8.5,3.5,6.5,3.008628912817323,10
5.5,3.5,8.5,3.5,6.5,3.008628912817323,5.5,5.5,11
0.5,2.5,3.5,3.5,7.5,3.5,7.5,2.5,11
3.5,3.5,7.5,3.5,7.5,2.5,7.5,3.5,12
7.5,3.5,7.5,2.5,7.5,3.5,8.5,1.5,13
1.5,2.5,1.5,2.5,6.5,3.5,8.5,1.5,3
0.5,2.5,0.5,2.5,3.5,1.5,7.5,0.5,3
0.5,3.5,3.5,3.5,0.5,0.5,5.5,1.5,7
0.5,1.5,0.5,1.5,3.5,1.5,7.5,0.5,8
0.5,1.5,2.5,1.5,5.5,3.5,8.5,0.5,10
1.5,2.5,5.5,3.5,8.5,3.5,7.5,5.5,10
0.5,5.5,2.5,2.5,6.5,2.5,7.5,5.5,11
0.5,5.5,2.5,4.5,6.5,3.5,8.5,5.5,10
0.5,2.5,0.5,3.5,0.5,3.5,2.5,3.5,10
0.5,1.5,2.5,1.5,4.5,3.5,7.5,5.5,11
0.5,3.5,2.5,3.5,5.5,3.5,6.5,3.5,7
0.5,3.5,1.5,3.5,5.5,2.5,8.5,0.5,8
0.5,3.5,2.5,3.5,8.5,2.5,8.5,1.5,14
2.5,3.5,8.5,2.5,8.5,1.5,6.9892114671908665,2.5,15
8.5,2.5,8.5,1.5,6.9892114671908665,2.5,7.5,5.5,16
1.5,3.5,1.5,5.5,3.5,4.5,8.5,5.5,20
2.5,4.5,8.5,3.5,8.5,2.5,4.5,3.5,4
0.5,5.5,3.5,4.5,8.5,3.5,6.947734921098942,5.500000000000001,6
0.5,2.5,0.5,3.5,3.5,3.5,6.5,2.5,8
0.5,2.5,0.5,3.5,2.5,3.5,7.5,4.5,21
2.5,3.5,1.5,3.5,3.5,1.5,8.5,0.5,3
0.5,1.5,2.5,2.5,5.5,2.5,8.5,0.5,5
0.5,3.5,0.5,2.5,2.5,3.5,5.5,3.5,11
2.5,2.5,6.5,4.5,5.5,3.5,4.5,5.5,21
0.5,1.5,0.9924065566863157,2.5,4.5,2.5,8.5,2.5,3
1.5,1.5,4.5,3.5,7.5,4.5,7.5,4.5,10
0.5,3.5,2.5,4.5,5.5,3.5,7.5,0.5,4
0.5,4.5,1.5,4.5,1.5,0.5,7.040464130207162,0.5,14
1.5,4.5,5.5,3.5,8.5,2.5,6.979899554554876,1.5,3
0.5,2.5,2.5,2.5,4.5,2.5,6.5,3.5,8
2.5,2.5,4.5,2.5,6.5,3.5,6.5,5.5,9
0.5,3.5,1.5,3.5,7.5,3.5,8.5,1.5,12
0.5,4.5,0.5,3.5,4.5,3.5,8.5,4.5,13
0.5,2.5,2.5,2.5,5.5,3.5,8.5,5.5,22
0.5,3.5,0.5,3.5,2.5,4.5,6.5,3.5,11
0.5,3.5,5.5,4.5,8.5,2.5,7.9619898916007905,2.5,21
0.5,3.5,1.5,1.5,4.5,2.5,8.5,5.5,18
0.5,3.5,1.5,3.5,3.5,3.5,7.5,0.5,20
0.5,3.5,2.5,3.5,6.5,3.5,6.5,4.5,1
5.5,1.5,7.5,1.5,7.5,2.5,3.5,0.5,1
3.5,2.5,7.5,1.5,8.5,2.5,5.5,5.5,4
0.5,4.5,0.5,5.5,2.5,4.5,5.5,3.5,10
0.5,5.5,2.5,4.5,5.5,3.5,8.5,5.5,11
0.5,1.5,0.5,0.5,2.5,2.5,7.5,1.5,7
0.5,2.5,1.5,2.5,2.5,3.5,7.5,0.5,10
0.5,3.5,2.5,4.5,7.5,3.5,8.5,3.5,13
2.5,4.5,7.5,3.5,8.5,3.5,7.5,3.5,14
7.5,3.5,8.5,3.5,7.5,3.5,8.5,4.5,15
0.5,5.5,0.5,3.5,2.5,2.5,4.5,0.5,4
0.5,4.5,1.5,3.5,6.5,2.5,8.5,1.0157447084569013,13
1.5,2.5,2.5,2.5,5.5,4.5,8.5,5.5,3
0.5,4.5,2.5,3.5,5.5,1.5,1.5,2.5,7
2.5,3.5,5.5,1.5,1.5,2.5,8.5,4.5,8
1.5,1.5,1.5,2.5,5.5,2.5,7.5,2.5,10
1.5,2.5,5.5,2.5,7.5,2.5,8.5,2.5,11
0.5,2.5,4.5,1.5,7.5,2.5,7.5,2.5,19
4.5,1.5,7.5,2.5,7.5,2.5,6.5,2.5,20
0.5,2.5,1.5,5.5,6.5,5.5,0.5,1.5,4
1.5,4.5,4.5,3.5,8.5,3.5,6.5,4.5,5
1.5,3.5,1.5,3.5,3.5,4.5,8.5,3.5,11
3.5,5.5,6.5,3.5,8.5,3.5,5.5,0.5,1
0.5,4.5,0.5,4.5,1.5,3.5,4.5,1.5,8
0.5,4.5,3.5,5.5,6.5,3.5,8.5,3.5,24
0.5,2.5,0.5,2.5,4.5,0.5,8.5,0.5,8
1.5,3.5,1.5,1.5,3.5,2.5,7.5,5.5,10
0.5,3.5,1.5,3.5,5.5,3.5,6.5,5.5,6
0.5,1.5,0.5,1.5,2.5,1.5,6.5,1.5,16
1.5,4.5,3.5,5.5,2.5,5.5,5.5,3.5,1
0.5,2.5,1.0048235402509427,3.5000000000000004,2.5,5.5,7.5,5.5,12
0.5,3.5,1.5,2.5,3.5,4.5,6.5,3.5,20
1.5,2.5,3.5,4.5,6.5,3.5,8.5,1.5,21
1.5,4.5,2.5,3.5,5.5,2.5,4.5,0.5,23
0.5,3.5,2.5,2.5,6.5,3.5,7.5,1.5,23
3.5,1.5,7.5,1.5,8.5,3.5,5.5,0.5,3
0.5,3.5,1.5,2.5,3.5,2.5,7.5,5.5,7
0.5,0.5,1.5,2.5,3.5,2.5,8.5,0.5,7
1.5,2.5,3.5,2.5,7.5,5.5,7.5,5.5,8
1.5,1.5,5.5,2.5,8.5,3.5,7.5,4.5,8
0.5,5.5,0.5,5.5,4.5,4.5,8.5,4.5,8
0.5,2.5,6.5,2.5,8.5,2.5,6.5,1.5,9
3.5,1.5,8.5,1.5,7.5,2.5,5.5,5.5,10
0.5,2.5,2.5,3.5,5.5,3.5,6.5,2.5,7
1.5,1.5,4.5,2.5,3.5,3.5,7.5,4.5,8
2.5,3.5,5.5,3.5,6.5,2.5,7.5,1.5,8
1.5,3.5,6.5,2.5,6.5,3.5,6.5,5.5,22
0.5,3.5,1.5,1.5,1.5,3.5,4.5,3.5,6
1.5,3.5,4.5,4.5,7.5,3.5,6.5,4.5,8
0.5,3.5,2.5,3.5,7.5,3.5,8.5,4.5,10
0.5,1.5,3.5,1.5,6.5,2.5,7.5,2.5,15
3.5,1.5,6.5,2.5,7.5,2.5,6.5,3.5,16
0.5,4.5,0.5,2.5,1.5,1.5,6.5,0.5,17
0.5,1.5,0.5,1.5,4.5,2.5,7.5,2.5,10
0.5,2.5,4.5,2.5,8.5,3.5,5.5,0.5,11
0.5,4.5,0.5,4.5,3.5,3.5,7.5,4.5,19
0.5,4.5,3.5,3.5,7.5,4.5,8.5,4.5,20
1.5,1.5,3.5,2.5,7.5,1.5,0.5,0.5,1
3.5,2.5,7.5,1.5,0.5,0.5,3.5,2.5,2
7.5,1.5,0.5,0.5,3.5,2.5,8.5,4.5,3
0.5,0.5,4.5,2.5,6.5,2.5,7.5,1.5,7
1.5,2.5,3.5,3.5,7.5,3.5,6.5,4.5,1
0.5,4.5,0.5,1.5,2.5,3.5,7.5,5.5,11
2.5,0.5,4.5,2.5,6.5,3.5,7.5,3.5,10
0.5,2.5,1.5,2.5,5.5,2.5,8.5,0.5,7
0.5,3.5,3.5,3.5,8.5,4.5,7.5,4.5,9
1.5,2.5,3.5,3.5,5.5,3.5,7.5,5.5,10
0.5,3.5,0.5,3.5,3.5,3.5,8.5,2.5,6
0.5,4.5,1.5,3.5,4.5,3.5,8.5,4.5,7
0.5,4.5,5.5,2.5,8.5,1.5,7.5,1.5,10
1.5,4.5,1.5,4.5,2.5,3.5,7.5,1.5,3
0.5,1.5,2.5,1.5,5.5,2.5,7.5,4.5,20
0.5,3.5,3.5,3.5,6.5,2.5,7.5,0.5,6
0.5,3.5,3.5,3.5,8.5,3.5,8.5,4.5,8
0.5,2.5,2.5,2.5,6.5,2.5,7.5,2.5,12
0.5,4.5,1.5,3.5,3.5,4.5,8.5,1.5,7
0.5,3.5,1.5,3.5,3.5,3.5,8.5,3.5,7
1.5,2.5,3.5,2.5,7.5,1.5,6.5,3.5,8
2.5,4.5,5.5,2.5,7.5,2.5,7.5,2.5,3
0.5,2.5,4.5,2.5,7.5,3.5,8.5,1.5,7
2.5,3.5,7.5,3.5,7.5,2.998659881896754,5.5,1.5,23
0.5,2.5,3.5,2.5,6.5,3.5,7.018714796789362,1.5,7
0.5,1.5,0.5,0.5,2.5,1.5,7.5,1.5,8
3.5,2.5,6.5,3.5,7.018714796789362,1.5,5.5,2.5,8
6.5,3.5,7.018714796789362,1.5,5.5,2.5,7.5,4.5,9
0.5,1.5,0.5,1.5,3.5,3.5,5.5,5.5,4
0.5,2.5,2.5,2.5,6.5,2.5,8.5,1.5,8
0.5,2.5,3.5,3.5,7.5,2.5,7.946205394418226,0.5,22
0.5,2.5,4.5,2.5,6.5,3.5,5.5,2.5,11
4.5,2.5,6.5,3.5,5.5,2.5,6.5,1.5,12
0.5,4.5,1.5,2.5,5.5,2.5,7.5,2.5,20
1.5,2.5,5.5,2.5,7.5,2.5,7.020539252195313,0.5,21
0.5,3.5,2.5,4.5,3.5,2.5,8.5,0.5,3
0.5,2.5,2.5,2.5,6.5,2.5,8.5,1.5,3
0.5,5.5,2.5,3.5,6.5,4.5,6.5,4.5,3
2.5,3.5,6.5,4.5,6.5,4.5,5.5,4.5,4
0.5,4.5,0.5,2.5,3.5,2.5,8.5,4.5,5
0.5,2.5,2.5,2.5,3.5,2.5,6.5,3.5,7
1.5,3.5,0.5,2.5,2.5,3.5,6.5,4.5,10
0.5,3.5,0.5,2.5,5.5,1.5,8.5,1.5,1
0.5,2.5,2.5,2.5,7.5,4.5,1.5,2.5,7
0.5,3.5,2.5,4.5,6.5,3.5,7.5,3.5,3
0.5,4.5,3.0756268615845372,3.5302507446338147,0.5,1.5,7.5,2.5,7
0.5,5.5,4.5,5.5,0.5,2.5,2.5,3.5,13
4.5,5.5,0.5,2.5,2.5,3.5,8.005491116508251,2.4999999999999996,14
2.5,3.5,5.5,2.5,7.5,2.5,6.5,1.5,8
0.5,2.5,2.5,1.5,1.5,2.5,1.5,2.5,9
2.5,1.5,1.5,2.5,1.5,2.5,6.5,0.5,10
0.5,1.5,2.5,3.5,4.5,3.5,6.5,2.5,8
1.5,1.5,1.5,2.5,4.5,3.5,8.5,5.5,1
0.5,2.5,5.5,2.5,7.5,3.5,8.499999999999998,5.01683906389815,3
0.5,0.5,4.5,1.5,0.5,1.5,1.5,1.5,8
0.5,2.5,1.5,1.5,5.5,3.5,8.5,5.5,13
0.5,1.5,2.5,1.5,5.5,3.5,6.5,1.5,21
0.5,3.5,2.5,2.5,2.5,3.5,7.5,1.5,24
0.5,2.5,4.5,3.5,8.5,4.5,1.5,1.5,7
0.5,1.5,2.5,2.5,7.5,3.5,8.5,5.5,7
0.5,3.5,0.5,2.5,1.5,2.5,7.5,1.5,8
0.5,1.5,4.5,2.5,7.5,3.5,8.5,5.5,22
0.5,3.5,2.5,3.5,7.5,3.5,8.5,2.5,4
1.5,1.5,1.5,2.5,2.5,3.5,8.5,2.5,7
0.5,2.5,1.5,2.5,5.5,2.5,4.5,1.5,8
0.5,1.5,1.5,0.5,5.5,1.5,8.5,1.5,8
6.5,0.5,0.5,1.5,3.5,2.5,7.5,1.5,12
0.5,4.5,1.5,3.5,5.5,3.5,7.5,2.5,20
1.5,3.5,5.5,3.5,7.5,2.5,6.5,5.5,21
0.5,3.5,3.5,3.5,7.5,3.5,5.5,3.5,23
0.5,4.5,0.5,4.5,3.5,3.5,7.5,4.5,13
0.5,1.5,0.5,2.5,2.5,2.5,8.5,1.5,20
0.5,4.5,2.5,3.5,4.5,3.5,6.5,1.5,10
0.5,4.5,0.5,4.5,4.5,3.5,6.5,2.5,1
1.5,1.5,2.5,1.5,6.5,2.5,7.5,2.5,11
5.5,1.5,7.5,1.5,6.5,2.5,6.5,4.5,3
0.5,1.5,1.5,2.5,5.5,2.5,8.5,1.5,6
0.5,0.5,4.5,1.5,6.5,3.5,7.5,5.5,14
0.5,2.5,1.5,2.5,3.5,2.5,6.5,4.5,7
1.5,2.5,3.5,2.5,6.5,4.5,7.5,5.5,8
0.5,1.5,0.5,2.5,3.5,2.5,8.5,4.5,10
0.5,3.5,0.5,3.5,1.5,2.5,6.5,1.5,11
0.5,2.5,0.5,3.5,3.06012807731872,3.5,8.5,4.5,20
0.5,2.5,2.5,2.5,6.5,1.5,7.5,3.5,5
2.5,2.5,6.5,1.5,7.5,3.5,7.5,4.5,6
0.5,2.5,1.5,1.5,6.5,2.5,8.5,2.5,8
0.5,4.5,2.5,5.5,4.5,4.5,7.5,4.5,4
2.5,5.5,4.5,4.5,7.5,4.5,8.5,4.5,5
0.5,3.5,0.5,4.5,5.5,3.5,7.5,1.5,20
0.5,4.5,2.5,4.5,7.5,3.5,7.5,4.5,3
0.5,1.5,2.5,2.5,5.5,3.5,7.5,3.5,4
2.5,2.5,5.5,3.5,7.5,3.5,8.5,5.5,5
0.5,2.5,0.5,2.5,0.5,3.5,6.5,4.5,7
2.5,1.5,5.5,2.5,8.5,4.5,7.5,5.5,3
0.5,4.5,0.5,3.5,2.5,4.5,8.5,3.5,12
1.5,4.5,2.5,3.5,4.5,4.5,8.5,5.5,3
1.5,2.5,2.5,3.5,4.5,4.5,8.5,5.5,10
0.5,3.5,0.5,1.5,3.5,3.5,8.5,4.5,7
1.5,2.5,1.5,3.5,3.5,3.5,8.5,1.5,10
1.5,3.5,0.5,3.5,7.5,2.5,8.5,0.5,1
0.5,3.5,1.5,4.5,3.5,3.5,7.5,4.5,6
1.5,4.5,3.5,3.5,7.5,4.5,8.5,4.5,7
3.5,3.5,7.5,4.5,8.5,4.5,6.5,4.5,8
0.5,2.5,4.5,3.5,8.5,4.5,7.5,4.5,8
0.5,4.5,0.5,2.5,3.5,3.5,6.5,5.5,10
2.5,2.5,6.5,2.5,7.5,2.5,6.500000000000001,1.00444866293551,10
