CaloAX,CaloAY,CaloBX,CaloBY,CaloCX,CaloCY,CaloDX,CaloDY,StartingCalo
2.5,2.5,3.5,1.5,6.5,1.5,8.5,0.5,10
0.5,4.5,3.5,3.5,6.5,3.5,7.5,1.5,10
3.5,3.5,6.5,3.5,7.5,1.5,5.5,1.5,11
0.5,2.5,2.5,3.5,5.5,3.5,7.969334346218543,4.5,6
0.5,0.5,4.5,1.5,7.5,2.5,6.5,1.5,7
0.5,1.5,1.5,2.5,5.5,2.5,6.5,3.5,1
1.5,2.5,5.5,2.5,6.5,3.5,7.5,5.5,2
0.5,3.5,1.5,3.5,5.5,2.5,7.5,2.5,3
0.5,3.5,1.5,3.5,5.5,2.5,8.5,1.5,6
1.5,4.5,1.5,4.5,6.5,0.5,1.5,2.5,8
1.5,4.5,6.5,0.5,1.5,2.5,8.5,4.5,9
0.5,1.5,3.5,2.5,6.5,2.5,6.5,2.5,21
0.5,1.5,4.5,2.5,6.5,3.5,7.5,4.5,7
0.5,1.5,1.5,3.5,1.5,3.5,7.5,4.5,12
0.5,2.5,2.5,3.5,5.5,2.5,8.5,1.5,12
0.5,1.5,2.5,1.5,4.5,2.5,6.5,1.5,3
0.5,3.5,3.5,1.5,6.5,2.5,7.5,4.5,3
0.5,3.5,2.5,2.5,3.5,2.5,5.5,4.5,7
0.5,2.5,2.5,2.5,5.5,3.5,8.5,4.5,11
0.5,4.5,1.5,4.5,2.5,4.5,8.5,5.5,4
1.5,1.5,4.5,2.5,7.5,1.5,7.5,1.5,7
4.5,2.5,7.5,1.5,7.5,1.5,4.5,1.5,8
0.5,3.5,3.5,3.5,5.5,2.5,5.5,1.5,11
1.5,3.5,7.5,2.5,8.5,2.5,7.5,0.5,9
0.5,3.5,2.5,3.5,2.5,2.5,6.5,1.5,4
0.5,1.5,1.5,2.5,3.5,3.5,7.5,2.5,7
0.5,1.5,4.5,3.5,8.5,3.5,8.5,1.5,16
0.5,2.5,2.5,3.5,8.5,2.5,5.5,0.5,23
0.5,4.5,0.5,3.5,0.5,3.5,4.5,4.5,9
0.5,1.5,2.5,2.5,7.5,2.5,7.00831544856664,0.5,20
0.5,3.5,2.5,4.5,4.5,2.5,8.5,1.5,20
0.5,3.5,0.5,4.5,2.5,4.5,6.5,2.5,8
0.5,2.5,1.5,2.5,3.5,2.5,8.5,1.5,20
3.5,2.5,7.5,1.5,5.972952042018025,2.5,4.5,5.5,10
0.5,2.5,1.5,2.5,4.5,1.5,6.5,1.5,12
0.5,2.5,1.5,2.5,3.5,2.5,8.5,3.5,12
1.5,2.5,4.5,1.5,6.5,1.5,6.5,0.5,13
0.5,2.5,0.5,2.5,1.5,1.5,1.5,0.5,21
1.5,3.5,4.5,4.5,1.5,2.5,4.5,2.5,4
4.5,4.5,1.5,2.5,4.5,2.5,5.5,0.5,5
0.5,0.5,2.5,1.5,7.5,2.5,7.5,2.5,10
2.5,1.5,7.5,2.5,7.5,2.5,6.5,0.5,11
0.5,4.5,2.5,4.5,7.5,3.5,8.5,3.5,20
2.5,4.5,7.5,3.5,8.5,3.5,4.5,0.5,21
1.5,1.5,5.5,0.5,1.5,1.5,0.5,3.5,3
0.5,3.5,3.5,3.5,7.5,2.5,8.5,4.5,8
0.5,3.5,1.5,2.5,5.5,2.5,8.5,1.5,3
5.5,4.5,7.5,4.5,8.5,4.5,6.5,4.5,13
0.5,1.5,3.5,2.0034415892976316,8.5,3.5,7.5,1.5,18
0.5,3.5,1.5,4.5,1.5,4.5,6.5,4.5,14
0.5,3.5,1.5,4.5,1.5,4.5,6.5,4.5,6
0.5,2.5,4.5,3.5,7.5,3.5,5.5,3.5,20
4.5,3.5,7.5,3.5,5.5,3.5,5.5,3.5,21
0.5,2.5,2.5,1.5,2.5,4.5,6.5,2.5,12
1.5,2.5,1.5,4.5,1.5,4.5,6.5,4.5,3
0.5,3.5,1.5,4.5,8.5,2.5,8.5,5.5,12
0.5,2.5,2.5,2.5,3.5,3.5,8.5,4.5,12
0.5,2.5,1.5,1.5,2.5,2.5,6.5,2.5,19
6.5,3.5,8.5,3.5,4.5,2.5,2.5,1.5,1
0.5,2.5,6.5,3.5,8.5,3.5,4.5,2.5,24
0.5,1.5,3.5,2.5,8.5,2.5,8.5,4.5,3
0.5,2.5,1.5,2.5,3.5,3.5,7.5,5.5,6
2.5,4.5,0.5,3.5,2.5,3.5,8.5,1.5,10
3.5,3.5,0.5,4.5,0.5,5.5,3.5,5.5,2
6.5,5.5,0.5,0.5,1.5,2.5,7.5,3.5,7
0.5,1.5,0.5,1.5,0.5,2.5,2.5,5.5,6
0.5,5.5,7.5,4.5,0.5,2.5,4.5,1.5,10
0.5,2.5,5.5,2.5,6.5,3.5,6.5,3.5,24
0.5,2.5,1.5,2.5,4.5,3.5,7.5,5.5,3
0.5,1.5,3.5,3.5,4.5,3.5,7.5,5.5,7
0.5,4.5,1.5,5.5,5.5,4.5,7.5,2.5,23
3.5,5.5,0.5,2.5,3.5,4.5,5.5,3.5,6
0.5,2.5,4.5,2.5,5.5,2.5,7.5,3.5,7
0.5,3.5,0.5,2.5,1.5,3.5,3.5,4.5,10
0.5,2.5,1.5,3.5,3.5,4.5,7.5,5.5,11
0.5,4.5,1.5,3.5,3.5,2.5,8.5,2.5,9
1.5,3.5,3.5,2.5,8.5,2.5,8.5,2.5,10
1.5,3.5,5.5,3.5,8.5,2.5,8.5,3.5,14
0.5,0.5,2.5,3.5,0.5,4.5,3.5,4.5,10
0.5,2.5,1.5,1.5,2.5,1.5,5.5,1.5,12
1.5,1.5,2.5,1.5,5.5,1.5,7.5,1.5,13
0.5,4.5,2.5,3.5,7.5,2.5,6.5,0.5,6
0.5,3.5,3.5,2.5,8.5,2.5,0.5,4.5,9
1.5,3.5,5.5,3.5,8.5,4.5,6.5,4.5,10
1.5,4.5,6.5,2.5,2.5,1.5,4.5,2.5,21
6.5,2.5,2.5,1.5,4.5,2.5,6.5,1.5,22
0.5,1.5,0.5,1.5,0.5,1.5,7.5,2.5,22
0.5,3.5,1.5,5.5,1.5,5.5,4.5,5.5,5
2.5,2.5,5.5,2.5,8.5,3.5,8.5,0.5,10
0.5,2.5,0.5,5.5,3.5,4.5,7.5,1.5,22
0.5,3.5,1.5,4.5,8.5,2.5,6.5,0.5,23
0.5,3.5,3.5,2.5,7.5,2.5,0.5,1.5,4
3.5,2.5,7.5,2.5,0.5,1.5,3.5,0.5,5
0.5,2.5,3.5,2.5,8.5,2.5,5.5,3.5,14
3.5,2.5,8.5,2.5,5.5,3.5,5.5,4.5,15
0.5,2.5,2.5,2.5,4.5,2.5,7.5,1.5,15
0.5,4.5,0.5,3.5,4.5,2.5,7.5,3.5,21
0.5,2.5,2.5,2.5,8.5,3.5,7.5,4.5,23
0.5,1.5,2.5,0.5,5.5,2.5,6.5,5.5,6
0.5,1.5,2.5,1.5,5.5,2.5,7.5,5.5,7
0.5,4.5,2.5,2.5,5.5,2.5,7.5,3.5,10
2.5,2.5,5.5,2.5,7.5,3.5,7.5,2.5,11
0.5,0.5,2.5,0.5,4.5,1.5,8.015199062009177,2.5000000000000004,16
0.5,2.5,4.5,2.5,7.5,1.5,8.5,2.5,13
0.5,1.5,3.5,1.5,5.5,2.5,4.5,0.5,9
1.5,2.5,7.5,2.5,7.5,0.5,8.5,1.5,24
0.5,1.5,3.5,1.5,7.5,2.5,8.5,1.5,5
1.5,3.5,3.5,2.5,5.5,2.5,7.5,2.5,3
0.5,5.5,4.5,4.5,8.5,3.5,5.5,2.5,6
4.5,4.5,8.5,3.5,5.5,2.5,3.5,1.5,7
0.5,3.5,3.5,2.5,7.5,3.5,6.5,5.5,3
0.5,1.5,3.5,2.5,6.5,3.5,7.5,3.5,8
0.5,3.5,1.5,4.5,5.5,4.5,7.5,3.5,6
0.5,2.5,0.5,1.5,2.5,2.5,8.5,4.5,7
0.5,2.5,1.5,2.5,6.5,3.5,8.5,2.5,8
1.5,3.5,0.5,3.5,0.5,1.5,3.5,0.5,9
1.5,2.5,6.5,3.5,8.5,2.5,8.012313986477377,3.5,9
0.5,1.5,4.5,2.5,7.5,2.5,6.5,1.5,12
4.5,2.5,7.5,2.5,6.5,1.5,4.5,2.5,13
1.5,4.5,5.987983547545257,2.5,8.5,3.5,7.5,2.5,1
0.5,3.5,1.5,4.5,5.5,5.5,8.5,5.5,5
1.5,1.5,4.5,2.5,6.5,3.5,4.5,4.5,8
0.5,3.5,3.5,3.5,4.5,3.5,7.5,4.5,11
0.5,4.5,1.5,4.5,4.5,3.5,8.5,2.5,13
3.5,3.5,3.5,4.5,4.5,4.5,8.5,4.5,6
0.5,4.5,2.5,3.5,6.5,3.5,8.5,5.5,10
0.5,4.5,2.5,3.5,6.5,2.5,5.5,0.5,4
0.5,1.5,2.5,1.5,5.5,1.5,0.5,4.5,10
0.5,3.5,0.5,3.5,7.5,3.5,8.5,2.5,1
0.5,3.5,7.5,3.5,8.5,2.5,6.5,5.5,2
1.5,3.5,1.5,2.5,4.5,2.5,5.5,2.5,8
1.5,2.5,4.5,2.5,5.5,2.5,6.5,2.5,9
0.5,2.5,2.5,3.5,5.5,3.5,8.5,5.5,10
0.5,4.5,2.5,4.5,4.5,3.5,0.5,1.5,24
0.5,1.5,0.5,2.5,2.5,2.5,6.5,2.5,4
1.5,4.5,5.5,3.5,6.5,2.5,7.5,5.5,12
1.5,4.5,6.5,3.5,7.5,2.5,4.982009960171317,3.5,17
0.5,2.5,3.5,3.5,5.5,2.5,5.5,3.5,9
1.5,2.5,2.5,3.5,5.5,2.5,5.5,1.5,3
1.5,2.5,5.5,2.5,8.5,2.5,7.5,5.5,10
0.5,2.5,1.5,3.5,3.5,5.5,8.5,5.5,10
1.5,4.5,2.5,4.5,6.5,2.5,6.5,0.5,17
0.5,3.5,2.5,3.5,4.5,2.5,8.5,2.5,4
2.5,3.5,4.5,2.5,8.5,2.5,8.021441736926425,0.5,5
0.5,4.5,2.5,3.5,4.5,2.5,7.5,2.5,7
0.5,2.5,2.5,2.5,5.5,2.5,7.5,5.5,10
0.5,4.5,1.5,4.5,5.5,3.5,7.5,4.5,1
0.5,1.5,0.5,1.5,2.5,1.5,8.5,4.5,7
2.5,2.5,3.5,3.5,5.5,4.5,7.5,5.5,7
0.5,2.5,1.5,4.5,3.5,4.5,6.5,5.5,9
0.5,2.5,2.5,1.5,4.5,3.5,4.5,4.5,21
0.5,3.5,1.5,2.5,7.5,2.5,8.5,2.5,1
1.5,4.5,0.5,4.5,2.5,4.5,6.5,4.5,3
0.5,2.5,2.5,2.5,8.5,3.5,7.5,4.5,8
0.5,5.5,2.5,5.5,7.5,4.5,8.5,5.5,10
1.5,2.5,0.5,1.5,1.5,1.5,7.5,1.5,10
0.5,3.5,2.5,3.5,5.04206664510771,2.5,7.5,2.5,22
2.5,3.5,5.04206664510771,2.5,7.5,2.5,6.5,4.5,23
0.5,4.5,0.5,2.5,1.5,1.5,2.5,0.5,6
0.5,3.5,0.5,4.5,3.5,4.5,7.5,5.5,4
0.5,4.5,1.5,4.5,4.5,3.5,7.5,3.5,4
0.5,3.5,3.5,2.5,7.5,2.5,7.5,1.5,21
1.5,4.5,4.5,4.5,8.5,2.5,6.5,1.5,6
2.5,3.5,6.5,2.5,6.5,3.5,6.5,3.5,6
1.5,4.5,4.5,3.5,7.5,2.5,8.5,2.5,12
4.5,3.5,7.5,2.5,8.5,2.5,8.5,4.5,13
0.5,1.5,0.5,0.5,4.017299728924906,2.4308010843003767,8.5,0.5,23
1.5,3.5,5.5,3.5,8.5,2.5,6.5,5.5,13
0.5,4.5,2.5,4.5,4.5,3.5,8.5,3.5,7
0.5,1.5,3.5,1.5,6.5,2.5,6.5,2.5,11
3.5,1.5,6.5,2.5,6.5,2.5,7.5,2.5,12
6.5,2.5,6.5,2.5,7.5,2.5,7.014619281896645,2.5,13
0.5,2.5,1.5,3.5,2.5,4.5,7.5,4.5,6
1.5,0.5,3.5,1.5,6.5,1.5,6.5,0.5,10
0.5,1.5,4.5,0.5,6.5,0.5,2.5,0.5,24
0.5,5.5,1.5,4.5,3.5,3.5,7.5,1.5,6
2.5,2.5,3.5,2.5,5.5,1.5,6.5,0.5,3
0.5,1.5,2.5,2.5,7.5,3.5,8.5,2.5,3
7.5,2.5,8.5,3.5,7.5,3.5,8.5,2.5,5
1.5,4.5,5.5,3.5,5.5,3.5,3.5,3.5,5
0.5,2.5,1.5,1.5,2.5,1.5,5.5,0.5,6
0.5,5.5,1.5,2.5,5.5,2.5,6.5,1.5,8
0.5,1.5,3.5,2.5,5.5,3.5,6.5,4.5,9
1.5,2.5,5.5,2.5,6.5,1.5,7.5,3.5,9
3.5,2.5,5.5,3.5,6.5,4.5,6.5,5.5,10
0.5,1.5,0.5,0.5,2.5,0.5,6.5,4.5,3
1.5,1.5,5.5,1.5,8.5,2.5,7.5,0.5,10
2.5,2.5,4.5,2.5,6.5,4.5,0.5,2.5,10
4.5,2.5,6.5,4.5,0.5,2.5,3.5,0.5,11
0.5,1.5,4.5,2.5,7.5,3.5,5.5,2.5,13
0.5,1.5,4.5,2.5,7.5,3.5,7.5,4.5,20
1.5,3.5,6.5,3.5,7.5,2.5,7.5,0.5,4
1.5,0.5,0.5,2.5,0.5,1.5,1.5,0.5,18
0.5,3.5,4.5,0.5,0.5,0.5,0.5,0.5,4
0.5,3.5,2.5,2.5,2.5,3.5,6.5,3.5,7
0.5,3.5,3.5,4.5,0.5,3.5,1.5,2.5,8
1.5,4.5,4.5,2.5,6.5,3.5,5.5,2.5,8
3.5,4.5,0.5,3.5,1.5,2.5,4.5,3.5,9
4.5,2.5,6.5,3.5,5.5,2.5,7.5,2.5,9
0.5,1.5,2.5,1.5,5.5,2.5,7.5,4.5,10
0.5,2.5,0.5,2.5,2.5,2.5,6.5,0.5,10
1.5,3.5,5.5,2.5,8.5,2.5,6.5,1.5,14
5.5,2.5,8.5,2.5,6.5,1.5,6.5,0.5,15
5.5,2.5,1.5,5.5,3.5,4.5,8.5,4.5,7
0.5,2.5,0.5,3.5,3.5,3.5,8.5,2.5,7
0.5,3.5,3.5,3.5,8.5,2.5,8.5,0.5,8
1.5,2.5,0.5,3.5,2.5,1.5,8.5,0.5,10
0.5,3.5,2.5,4.5,3.5,3.5,6.5,1.5,22
0.5,2.5,0.5,2.5,2.5,1.5,6.5,0.5,21
3.5,2.5,8.5,2.5,8.5,0.5,0.5,0.5,6
0.5,2.5,0.5,2.5,2.5,2.5,8.5,1.5,8
0.5,1.5,3.5,2.5,4.5,2.003027140853222,5.5,0.5,10
0.5,0.5,2.5,2.5,7.5,2.5,6.5,1.5,5
0.5,3.5,4.5,3.5,8.5,3.5,7.5,2.5,23
4.5,3.5,8.5,3.5,7.5,2.5,5.5,4.5,24
6.5,2.5,6.5,2.5,5.5,3.5,5.5,0.5,1
1.5,2.5,6.5,2.5,6.5,2.5,5.5,3.5,24
1.5,2.5,2.5,2.5,6.5,2.5,8.5,4.02335767299046,7
2.5,2.5,4.5,2.5,6.5,2.5,5.5,1.5,10
1.5,1.5,6.5,2.5,8.5,3.5,5.5,5.5,11
0.5,2.5,1.5,1.5,6.5,2.5,8.044572690888822,5.5,12
0.5,2.5,0.5,0.5,5.5,2.5,8.5,1.5,1
1.5,2.5,4.5,2.5,8.5,3.5,7.017710514812138,3.5,10
1.5,1.5,4.5,3.5,7.5,3.5,7.5,2.5,14
3.5,1.5,7.5,2.5,8.5,2.5,5.5,0.5,4
0.5,1.5,3.5,1.5,5.5,1.5,6.5,0.5,4
0.5,2.5,1.5,2.5,5.5,2.5,7.5,0.5,8
1.5,4.5,4.5,4.5,7.5,2.5,6.5,0.5,10
2.5,2.5,5.5,3.5,7.5,2.5,7.5,2.5,3
5.5,3.5,7.5,2.5,7.5,2.5,0.5,0.5,4
7.5,0.5,0.5,2.5,0.5,3.5,4.5,5.5,7
0.5,0.5,3.9800321131422813,1.5,8.5,2.5,6.5,3.5,10
0.5,3.5,3.5,2.5,5.5,3.5,6.5,3.5,22
3.5,5.5,7.5,4.5,6.5,3.5,6.5,5.5,5
0.5,3.5,2.5,4.5,5.5,3.5,8.5,3.5,8
2.5,4.5,5.5,3.5,8.5,3.5,7.026117921596525,2.5,9
0.5,1.5,4.5,2.5,8.5,4.5,8.5,4.5,3
0.5,5.5,0.5,4.5,2.5,2.5,8.5,1.5,4
0.5,4.5,0.5,3.5,4.5,3.5,8.5,4.5,5
0.5,4.5,2.5,5.5,8.5,3.5,7.048751654708868,1.5000000000000002,3
1.5,1.5,6.5,2.5,2.5,2.5,6.5,2.5,4
0.5,1.5,2.5,3.5,5.5,3.5,8.5,3.5,10
2.5,3.5,5.5,3.5,8.5,3.5,7.5,4.5,11
1.5,2.5,2.5,1.5,4.5,3.5,8.5,2.5,3
0.5,3.5,1.5,2.5,4.5,3.5,7.5,3.5,3
0.5,1.5,1.5,2.5,3.5,3.5,4.5,4.5,6
0.5,2.5,1.5,0.5,0.5,1.5,2.5,2.5,11
1.5,0.5,0.5,1.5,2.5,2.5,7.5,5.5,12
0.5,4.5,4.5,4.5,8.5,3.5,7.5,4.5,19
2.5,2.5,8.5,4.5,0.5,0.5,8.5,4.5,6
1.5,2.5,3.5,3.5,7.5,3.5,7.5,2.5,14
2.5,3.5,3.5,3.5,7.5,2.5,5.5,1.5,23
3.5,3.5,7.5,2.5,5.5,1.5,6.5,1.5,24
0.5,1.5,2.5,2.5,8.5,2.5,8.5,0.5,1
1.5,1.5,4.5,2.5,7.5,2.5,8.5,1.5,12
0.5,4.5,2.5,4.5,5.5,3.5,8.5,3.5,22
0.5,4.5,0.5,3.5,0.5,3.5,7.5,4.5,6
0.5,1.5,3.5,3.5,7.5,3.5,7.5,3.015611397941864,7
3.5,3.5,7.5,3.5,7.5,3.015611397941864,5.5,0.5,8
0.5,3.5,2.5,3.5,3.5,4.5,7.5,1.5,12
2.5,3.5,5.5,3.5,8.5,3.5,8.5,4.5,17
0.5,3.5,3.5,3.5,8.5,3.5,7.5,2.5,22
3.5,3.5,6.5,4.5,2.5,4.5,5.5,4.5,8
0.5,3.5,1.5,4.5,2.5,2.5,6.5,1.5,7
0.5,3.5,0.5,3.5,6.5,2.5,8.5,3.5,1
0.5,2.5,0.5,3.5,3.5,3.5,8.5,4.5,6
1.5,2.5,1.5,3.5,4.5,3.5,7.5,0.5,8
1.5,0.5,0.5,2.5,2.5,3.5,5.5,3.5,9
0.5,2.5,0.5,1.5,0.5,0.5,4.5,0.5,10
0.5,3.5,3.5,3.5,6.5,4.5,6.5,4.5,7
0.5,2.5,2.5,1.5,5.5,1.5,8.5,1.0077952393512204,7
2.5,3.5,4.5,4.5,7.5,3.5,7.5,3.5,9
0.5,2.5,5.5,2.5,0.5,3.5,4.5,3.5,7
0.5,1.5,3.5,1.5,7.5,2.5,7.5,5.5,10
0.5,1.5,1.5,2.5,2.5,2.5,7.5,1.5,10
0.5,2.5,3.5,3.5,7.5,3.5,7.5,0.5,8
3.5,4.5,7.5,4.5,8.5,3.5,6.5,4.5,10
1.5,1.5,4.5,1.5,6.5,2.5,8.5,2.5,3
0.5,2.5,0.5,1.5,2.5,2.5,7.5,4.5,7
1.5,4.5,5.5,3.5,7.5,3.5,2.5,0.5,4
2.5,4.5,8.5,3.5,7.5,3.5,4.5,5.5,5
0.5,4.5,0.5,4.5,3.5,3.5,8.5,4.5,8
0.5,1.5,2.5,0.5,2.5,1.5,3.5,5.5,4
0.5,4.5,2.5,5.5,6.5,2.5,8.027675665681505,2.5000000000000004,6
0.5,4.5,0.5,2.5,0.5,0.5,3.5,1.5,10
0.5,1.5,0.5,2.5,4.5,3.5,8.5,1.5,5
0.5,2.5,4.5,3.5,8.5,1.5,6.5,1.5,6
0.5,2.5,1.5,1.5,1.5,1.5,7.5,1.5,7
1.5,2.5,1.5,2.5,3.5,2.5,6.5,2.5,10
0.5,3.5,2.5,4.5,8.5,4.5,8.5,2.5,8
1.5,2.5,2.5,0.5,6.5,0.5,3.5,4.5,20
2.5,1.5,5.5,2.5,5.5,2.5,7.5,0.5,3
0.5,3.5,2.5,4.5,6.5,4.5,8.5,4.5,23
0.5,1.5,2.5,3.5,6.5,2.5,8.5,0.5,21
0.5,2.5,2.5,2.5,5.5,4.5,6.5,5.5,10
0.5,0.5,3.5,1.5,8.5,2.5,6.5,5.5,9
4.5,2.5,0.5,2.5,2.5,1.5,5.5,0.5,10
0.5,1.5,2.5,0.5,7.5,1.5,7.5,2.5,23
4.5,1.5,0.5,2.5,2.5,3.5,8.5,2.5,7
1.5,2.5,6.5,2.5,8.5,1.5,5.5,0.5,10
0.5,4.5,2.5,4.5,7.5,3.5,8.5,5.5,23
1.5,1.5,0.5,1.5,3.5,2.5,7.5,1.5,3
1.5,3.5,4.5,2.5,5.5,2.5,7.5,1.5,3
7.5,1.5,8.5,2.5,7.069839759263338,2.5,7.5,1.5,5
0.5,0.5,1.5,1.5,5.5,3.5,7.5,5.5,5
0.5,3.5,1.5,2.5,5.5,2.5,7.5,2.5,6
0.5,1.5,0.5,2.5,4.5,3.5,8.5,4.5,8
0.5,3.5,0.5,4.5,3.5,3.5,6.5,3.5,21
0.5,1.5,3.5,2.5,3.5,3.5,8.5,5.5,7
0.5,0.5,4.5,2.5,5.976024550899867,1.5,4.5,1.5,9
0.5,1.5,3.5,1.5,8.5,1.5,8.5,0.5,16
0.5,4.5,0.5,5.5,2.5,5.5,0.5,3.5,22
1.5,3.5,2.5,3.5,7.5,2.5,6.5,2.5,4
1.5,1.5,5.5,2.5,8.5,3.5,6.5,4.5,23
4.5,3.5,8.5,2.5,7.5,3.5,3.5,4.5,12
0.5,2.5,0.5,4.5,7.5,5.5,1.5,2.5,8
0.5,4.5,7.5,5.5,1.5,2.5,5.5,5.5,9
7.5,5.5,1.5,2.5,5.5,5.5,0.5,0.5,10
0.5,1.5,3.5,2.5,7.5,2.5,8.5,1.5,17
0.5,3.5,2.5,3.5,7.5,4.5,6.5,3.5,5
0.5,3.5,0.5,2.5,6.5,2.5,6.5,4.5,8
1.5,2.5,4.5,3.5,6.5,2.5,5.5,0.5,10
0.5,3.5,1.5,2.5,5.5,3.5,8.5,2.5,12
1.5,2.5,5.5,3.5,8.5,2.5,6.5,2.5,13
1.5,4.5,3.5,3.5,8.5,2.5,8.5,3.5,21
0.5,1.5,3.5,2.5,6.5,3.5,7.5,4.5,11
0.5,5.5,4.5,3.5,8.5,2.5,7.5,2.5,3
4.5,3.5,8.5,2.5,7.5,2.5,7.5,2.5,4
0.5,4.5,0.5,4.5,2.5,3.5,8.499999999999998,1.0080796951493947,4
0.5,4.5,0.5,5.5,0.5,4.5,4.5,2.5,10
0.5,3.5,0.5,3.5,2.5,1.5,6.5,0.5,23
5.5,2.5,0.5,3.5,1.5,2.5,4.5,3.5,12
2.5,2.5,8.5,2.5,8.5,2.5,7.5,4.5,22
1.5,1.5,2.5,2.5,4.5,2.5,8.5,0.5,3
1.5,3.5,1.5,4.5,2.5,3.5,6.5,0.5,4
6.5,3.5,5.9698187482498195,3.4999999999999996,6.5,3.5,8.5,1.5,7
0.5,1.5,3.5,2.5,7.5,2.5,7.5,0.5,10
0.5,4.5,2.5,4.5,4.5,3.5,7.5,5.5,14
1.5,1.5,5.5,2.5,8.5,3.5,7.5,2.5,3
0.5,4.5,2.5,3.5,5.5,1.5,6.5,0.5,5
0.5,3.5,2.5,2.5,5.5,3.5,7.5,4.5,5
0.5,2.5,0.5,1.5,2.5,1.5,7.5,0.5,7
1.5,1.5,4.5,2.5,1.5,4.5,4.5,3.5,8
2.5,3.5,5.5,2.5,0.5,1.5,1.5,0.5,6
0.5,4.5,3.5,5.5,0.5,1.5,4.5,2.5,7
0.5,1.5,0.5,2.5,2.5,2.5,6.5,5.5,12
0.5,3.5,0.5,4.5,3.5,5.5,7.5,4.5,5
0.5,4.5,3.5,5.5,7.5,4.5,8.024290841292558,2.5000000000000004,6
0.5,2.5,4.5,2.5,6.5,2.5,6.5,2.5,9
0.5,4.5,3.5,5.5,0.5,2.5,5.5,3.5,10
1.5,3.5,4.5,3.5,7.5,3.5,6.5,4.5,10
3.5,5.5,0.5,2.5,5.5,3.5,6.5,4.5,11
0.5,4.5,2.5,3.5,5.5,3.5,6.5,0.5,12
1.5,1.5,5.5,0.5,0.5,2.5,4.5,1.5,10
0.5,2.5,0.5,2.5,2.5,2.5,8.5,4.5,10
0.5,1.5,2.5,1.5,6.5,2.5,6.5,5.5,23
1.5,0.5,5.500000000000001,2.9819279615909973,1.5,5.5,5.5,4.5,1
0.5,1.5,0.5,1.5,3.5,0.5,7.5,2.5,3
0.5,1.5,3.5,0.5,7.5,2.5,8.5,4.5,4
0.5,3.5,1.5,3.5,4.5,2.5,8.5,0.5,6
0.5,4.5,0.5,5.5,1.5,1.5,3.5,2.5,6
3.5,3.5,5.5,2.5,5.5,2.5,8.5,5.5,7
0.5,5.5,1.5,1.5,3.5,2.5,8.5,3.5,7
1.5,1.5,3.5,2.5,8.5,3.5,8.5,2.5,8
1.5,2.5,4.5,3.5,8.5,2.5,6.5,0.5,1
0.5,1.5,3.5,1.5,8.5,1.5,8.5,0.5,8
0.5,1.5,3.5,1.5,6.5,1.5,6.5,0.5,10
0.5,2.5,2.5,3.5,3.5,1.5,7.5,2.5,7
1.5,2.5,3.5,3.5,8.5,3.5,7.5,4.5,17
0.5,2.5,4.5,2.5,6.5,2.5,6.5,1.5,11
1.5,3.5,2.5,3.5,3.5,3.5,6.5,1.5,10
1.5,4.5,5.5,3.5,8.5,4.5,7.5,3.5,3
1.5,3.5,2.5,2.5,6.5,1.5,7.5,3.5,8
0.5,3.5,2.5,4.5,6.5,1.5,7.5,0.5,14
0.5,2.5,3.5,3.5,6.5,2.5,6.5,2.5,3
3.5,3.5,6.5,2.5,6.5,2.5,5.5,0.5,4
0.5,4.5,2.5,4.5,0.5,1.5,5.5,0.5,7
1.5,3.5,6.5,2.5,6.5,2.5,5.5,1.5,24
0.5,3.5,3.5,5.5,7.5,4.5,7.5,4.5,13
0.5,1.5,2.5,2.5,4.5,2.5,7.5,0.5,19
5.5,2.5,7.5,2.5,4.5,1.5,2.5,0.5,5
0.5,2.5,2.5,2.5,4.5,2.5,8.5,2.5,11
1.5,1.5,5.5,1.5,8.5,3.5,7.5,5.5,7
1.5,2.5,2.5,0.5,0.5,1.5,3.5,1.5,15
1.5,2.5,5.5,2.5,8.5,2.5,7.5,3.5,19
0.5,1.5,0.5,1.5,1.5,2.5,6.5,3.5,5
0.5,3.5,0.5,2.5,3.5,2.5,8.5,5.5,3
0.5,2.5,5.5,2.5,7.5,3.5,7.5,5.5,9
0.5,3.5,2.5,3.5,4.5,2.5,6.5,0.5,7
0.5,1.5,0.5,2.5,3.5,4.5,8.5,4.5,10
1.5,2.5,4.5,3.5,8.5,3.5,4.5,1.5,8
0.5,1.5,0.5,2.5,1.5,2.5,5.5,0.5,14
0.5,2.5,4.5,3.5,8.5,3.5,6.5,4.5,6
5.5,5.5,0.5,2.5,4.5,2.5,7.5,0.5,6
6.5,0.5,0.5,1.5,0.5,3.5,3.5,3.5,7
0.5,0.5,2.5,1.5,8.5,3.5,6.5,5.5,1
0.5,5.5,4.5,3.5,0.5,3.5,2.5,0.5,9
0.5,2.5,2.5,1.5,6.5,0.5,5.5,4.5,21
0.5,1.5,1.5,3.5,3.5,3.5,6.5,3.5,8
1.5,3.5,4.5,3.5,7.5,3.5,7.5,3.5,10
0.5,0.5,1.5,1.5,3.5,1.5,8.5,2.5,22
2.5,2.5,5.5,1.5,8.5,1.5,7.5,1.5,1
1.5,4.5,4.5,3.5,8.5,2.5,8.5,2.5,4
0.5,0.5,1.5,1.5,4.5,2.5,8.5,0.5,9
0.5,2.5,0.5,3.5,1.5,2.5,1.5,0.5,8
