N,tau,A,R,phi,ACBO,tauCBO,omegaCBO,phiCBO
209766.45941670635,64.43388284593216,0.38580241252972536,0.6965019246930031,-1.058916723734105,0.01964318956287131,209.99999999999486,2.5991316338353365,-0.0009999999999832556
209707.0670418284,64.44979966402566,0.3856551688663265,-10.428104285661336,-1.0578112007107903,0.01992624378991187,201.7934672533304,2.5992812291815217,0.2446755951420239
209727.57449734016,64.44770524108247,0.3858055713633939,10.505464911548641,-1.060089596899313,0.02012792319439416,198.28420658654144,2.5987742743526003,0.5312211662303017
209782.15971659706,64.43168724249668,0.38576047203610525,-0.4463792648118527,-1.0593952539880416,0.020165347597909722,200.57893019121795,2.5991441803426385,0.7751666121626748
209712.94008376214,64.44437716100634,0.3856734336732215,14.281841980074386,-1.060614146010454,0.0198960390722695,210.0,2.599096044987241,1.0351553223997858
209690.74857728806,64.45373008990245,0.38570004253948675,0.1866223326669543,-1.0592586148321028,0.01952617996067968,209.99999999978144,2.5985730366962003,1.3380726270615804
209659.08964234096,64.45996858384134,0.3856455607615917,-0.23735796767248102,-1.058968356875586,0.01987719605836291,202.0662314838249,2.599000476997703,1.5725932043565412
209672.88017693395,64.45414663925102,0.3855900372851516,-7.814165293190476,-1.0581803536212804,0.019974581883675124,198.39150621007397,2.5988293007275782,1.8417214346499622
209681.02147097047,64.45425435276061,0.3855926195329292,4.232591097836841,-1.0595975022633495,0.019870815317334756,206.5140859028448,2.5992662169763174,2.071504555288155
209664.3703873474,64.45993174728899,0.38558607126703937,5.6373106173008125,-1.059842070373241,0.01962014145120139,209.9999999999739,2.598498733058769,2.3790517361408896
209635.1087037579,64.4652805573073,0.3856337145024934,-8.941173891109043,-1.0579581471260304,0.020117066124710925,195.67898086831633,2.5996395461226465,2.5807223319573787
209622.3473060319,64.47213782723234,0.3856065331998877,5.53788808867589,-1.059304269745711,0.01986677094426459,204.28638199062584,2.5995709678730896,2.838234156690889
209712.63164119286,64.44839153521201,0.38562649297168267,4.275533894677809,-1.0596490096862061,0.02027233556713398,197.09660469099492,2.598882979216628,3.158239666893648
209713.05975573635,64.44479724928036,0.3856547884354275,-0.17220732680309592,-1.0590610659124484,0.019781978715894488,210.0,2.59906402427738,3.401527124630748
209749.1692019367,64.43870062571135,0.3855363058580426,-0.724415557990756,-1.0586855711227223,0.019681557568280328,208.96994813124553,2.5991654576975325,3.6538511989313323
209707.56374717984,64.44640692542788,0.38577192198971383,-3.1193049836502187,-1.0589143480898837,0.020020070941697943,198.08537335133207,2.599150844223815,3.9270639834529244
209717.51301288322,64.44375868060003,0.38567181308219134,14.362257239383798,-1.0604698576505984,0.01985529469155456,210.0,2.5992972697329266,4.173872252995917
209682.55031930094,64.4508805386543,0.3855769341754737,1.0979467830847351,-1.0592041804553862,0.019661623094718805,209.99999999987563,2.599499312819564,4.408456962067006
209752.37270411,64.4348167656614,0.38572046341936045,7.695929508391778,-1.0601702881270285,0.01977686697060488,208.24943011004177,2.5987652287048784,4.723310403124685
209680.07708468044,64.45353207879717,0.3855931012254695,0.6455506163106087,-1.0587982681732426,0.019854079626571597,199.30316172529254,2.598801372990858,4.982731561043256
209783.16779428723,64.42671220407834,0.38569391242315654,1.643719477004101,-1.0589860895159577,0.01996155685265355,200.70835717876236,2.5992524037251483,5.216644437854688
209720.9744570372,64.44356661618868,0.3857161213742381,1.9885675915545473,-1.0591068882028294,0.01967756298128065,209.999999999997,2.5990584151826903,5.495460232273878
209783.00236553836,64.4266782153423,0.38576374430824956,-4.156118221570825,-1.058602132534573,0.019977463828898034,194.5855741967866,2.5993701380993164,5.735208463624268
209747.32307481827,64.43492058339136,0.3858574582802219,0.9320434829876983,-1.0591176052425642,0.019793228335772017,204.51104492880387,2.598692947838452,6.0475341029645335
